"name";"id_in_source"
"Galinsoga quadriradiata Ruiz & Pav.";"177350"
"Galium ×pomeranicum Retz.";"181260"
"Galium aparine L.";"177600"
"Galium baldense Spreng.";"177900"
"Galium boreale L.";"178000"
"Galium corrudifolium Vill.";"178100"
"Galium glaucum L.";"178300"
"Galium laevigatum aggr.";"178650"
"Galium lucidum All.";"178700"
"Vinca minor L.";"448400"
"Galium megalospermum All.";"178800"
"Galium mollugo aggr.";"179000"
"Galium montis-arerae Merxm. & Ehrend.";"179100"
"Galium murale (L.) All.";"179150"
"Galium obliquum Vill.";"179200"
"Galium odoratum (L.) Scop.";"179300"
"Galium palustre aggr.";"179450"
"Galium parisiense L.";"179500"
"Galium pseudohelveticum Ehrend.";"179600"
"Galium pumilum aggr.";"179650"
"Galium rotundifolium L.";"179900"
"Galium rubioides L.";"180000"
"Galium rubrum aggr.";"180100"
"Galium saxatile L.";"180200"
"Galium spurium L.";"180300"
"Galium sylvaticum L.";"180400"
"Galium tricornutum Dandy";"180500"
"Galium triflorum Michx.";"180600"
"Galium uliginosum L.";"180700"
"Galium verum L.";"180900"
"Gaudinia fragilis (L.) P. Beauv.";"181300"
"Genista germanica L.";"181600"
"Genista pilosa L.";"181700"
"Genista radiata (L.) Scop.";"181800"
"Genista sagittalis L.";"181900"
"Genista scorpius (L.) DC.";"182000"
"Genista tinctoria L.";"182100"
"Gentiana acaulis L.";"182200"
"Gentiana alpina Vill.";"182300"
"Gentiana amarella L.";"182400"
"Gentiana angustifolia Vill.";"182500"
"Gentiana anisodonta Borbás";"182600"
"Gentiana asclepiadea L.";"182700"
"Gentiana aspera Hegetschw.";"182800"
"Gentiana bavarica L.";"182900"
"Gentiana brachyphylla Vill.";"183000"
"Gentiana campestris L.";"183100"
"Gentiana ciliata L.";"183400"
"Gentiana clusii E. P. Perrier & Songeon";"183500"
"Gentiana cruciata L.";"183600"
"Gentiana engadinensis (Wettst.) Braun-Blanq. & Sam.";"183700"
"Gentiana germanica Willd.";"183800"
"Gentiana insubrica Kunz";"183900"
"Gentiana lutea L.";"184100"
"Gentiana nana Wulfen";"184200"
"Gentiana nivalis L.";"184300"
"Gentiana orbicularis Schur";"184400"
"Gentiana pannonica Scop.";"184500"
"Gentiana pneumonanthe L.";"184600"
"Gentiana prostrata Haenke";"184700"
"Gentiana punctata L.";"184800"
"Gentiana purpurea L.";"184900"
"Gentiana ramosa Hegetschw.";"185000"
"Gentiana schleicheri (Vacc.) Kunz";"185100"
"Gentiana tenella Rottb.";"185200"
"Gentiana utriculosa L.";"185300"
"Gentiana verna L.";"185400"
"Geranium bohemicum L.";"187000"
"Geranium columbinum L.";"187100"
"Geranium dissectum L.";"187200"
"Geranium divaricatum Ehrh.";"187300"
"Geranium endressii J. Gay";"187350"
"Geranium lucidum L.";"187500"
"Geranium macrorrhizum L.";"187600"
"Geranium molle L.";"187700"
"Geranium nodosum L.";"187800"
"Geranium palustre L.";"187900"
"Geranium phaeum L.";"187995"
"Geranium pratense L.";"188300"
"Geranium pusillum L.";"188500"
"Geranium pyrenaicum Burm. f.";"188600"
"Geranium rivulare Vill.";"188700"
"Geranium robertianum L.";"188795"
"Geranium rotundifolium L.";"189000"
"Geranium sanguineum L.";"189100"
"Geranium sibiricum L.";"189200"
"Geranium sylvaticum L.";"189300"
"Geum montanum L.";"189400"
"Geum reptans L.";"189500"
"Geum rivale L.";"189600"
"Geum urbanum L.";"189700"
"Gladiolus communis L.";"189800"
"Gladiolus imbricatus L.";"189900"
"Gladiolus italicus Mill.";"190000"
"Gladiolus palustris Gaudin";"190100"
"Glaucium corniculatum (L.) Rudolph";"190300"
"Glaucium flavum Crantz";"190400"
"Glebionis coronaria (L.) Spach";"190430"
"Glebionis segetum (L.) Fourr.";"190450"
"Glechoma hederacea L.";"190500"
"Gleditsia triacanthos L.";"190850"
"Globularia bisnagarica L.";"190900"
"Globularia cordifolia L.";"191000"
"Globularia nudicaulis L.";"191200"
"Glyceria fluitans aggr.";"191550"
"Glyceria maxima (Hartm.) Holmb.";"191600"
"Glyceria striata (Lam.) Hitchc.";"191900"
"Glycine max (L.) Merr.";"192000"
"Glycyrrhiza glabra L.";"192100"
"Gnaphalium hoppeanum W. D. J. Koch";"192200"
"Gnaphalium luteoalbum L.";"192300"
"Gnaphalium norvegicum Gunnerus";"192400"
"Gnaphalium pensylvanicum Willd.";"192450"
"Gnaphalium supinum L.";"192500"
"Gnaphalium sylvaticum L.";"192600"
"Gnaphalium uliginosum L.";"192700"
"Goodyera repens (L.) R. Br.";"192800"
"Gratiola officinalis L.";"193000"
"Groenlandia densa (L.) Fourr.";"193100"
"Guizotia abyssinica (L. f.) Cass.";"193150"
"Gymnadenia conopsea (L.) R. Br.";"193200"
"Gymnadenia odoratissima (L.) Rich.";"193300"
"Gymnocarpium dryopteris (L.) Newman";"193400"
"Gymnocarpium robertianum (Hoffm.) Newman";"193500"
"Gypsophila muralis L.";"193600"
"Gypsophila paniculata L.";"193700"
"Gypsophila repens L.";"193800"
"Gypsophila scorzonerifolia Ser.";"193850"
"Hammarbya paludosa (L.) Kuntze";"193900"
"Hedera helix L.";"194000"
"Hedysarum hedysaroides (L.) Schinz & Thell.";"194100"
"Helianthemum alpestre (Jacq.) DC.";"194300"
"Helianthemum apenninum (L.) Mill.";"194400"
"Helianthemum canum (L.) Hornem.";"194500"
"Helianthemum italicum (L.) Pers.";"194700"
"Helianthemum nummularium (L.) Mill.";"194895"
"Helianthemum salicifolium (L.) Mill.";"195500"
"Helianthus annuus L.";"195700"
"Helianthus tuberosus aggr.";"196100"
"Helichrysum italicum (Roth) G. Don";"196200"
"Hieracium bupleuroides C. C. Gmel.";"200700"
"Helichrysum stoechas (L.) Moench";"196300"
"Helictotrichon parlatorei (J. Woods) Pilg.";"196500"
"Helictotrichon pratense aggr.";"196700"
"Helictotrichon pubescens (Huds.) Pilg.";"196800"
"Helictotrichon sedenense (DC.) Holub";"196900"
"Helictotrichon sempervirens (Vill.) Pilg.";"197000"
"Helictotrichon versicolor (Vill.) Pilg.";"197100"
"Heliopsis helianthoides (L.) Sweet";"197150"
"Heliotropium europaeum L.";"197200"
"Helleborus foetidus L.";"197300"
"Helleborus niger L.";"197400"
"Helleborus orientalis Lam.";"197450"
"Helleborus viridis L.";"197500"
"Hemerocallis fulva (L.) L.";"197700"
"Hemerocallis lilioasphodelus L.";"197800"
"Hepatica nobilis Schreb.";"197900"
"Heracleum austriacum L.";"198200"
"Hieracium caesium aggr.";"200750"
"Heracleum mantegazzianum Sommier & Levier";"198300"
"Heracleum sphondylium L.";"198595"
"Herminium monorchis (L.) R. Br.";"199100"
"Herniaria alpina Chaix";"199200"
"Herniaria glabra L.";"199300"
"Herniaria hirsuta L.";"199400"
"Herniaria incana Lam.";"199500"
"Hesperis matronalis L.";"199600"
"Heteropogon contortus (L.) Roem. & Schult.";"199700"
"Hibiscus syriacus L.";"199740"
"Hibiscus trionum L.";"199750"
"Hieracium alpicola Steud. & Hochst.";"199800"
"Hieracium alpinum L.";"199900"
"Hieracium amplexicaule L.";"200000"
"Hieracium angustifolium Hoppe";"200100"
"Hieracium aurantiacum L.";"200200"
"Hieracium bauhinii Schult.";"200400"
"Hieracium bifidum aggr.";"200600"
"Hieracium caespitosum Dumort.";"200800"
"Hieracium cymosum L.";"201000"
"Hieracium glaucinum aggr.";"201500"
"Hieracium glaucum All.";"201600"
"Hieracium guthnikianum Hegetschw.";"201650"
"Hieracium hoppeanum Schult.";"201700"
"Hieracium humile Jacq.";"201800"
"Hieracium intybaceum All.";"201900"
"Hieracium lachenalii C. C. Gmel.";"202000"
"Hieracium lactucella Wallr.";"202100"
"Hieracium laevigatum aggr.";"202300"
"Hieracium lawsonii Vill.";"202400"
"Hieracium murorum aggr.";"202700"
"Hieracium peletierianum Mérat";"202900"
"Hieracium pictum Pers.";"203000"
"Hieracium piliferum aggr.";"203200"
"Hieracium pilosella L.";"203400"
"Hieracium piloselloides Vill.";"203500"
"Hieracium porrifolium L.";"203700"
"Hieracium prenanthoides aggr.";"203900"
"Hieracium racemosum aggr.";"204100"
"Hieracium sabaudum aggr.";"204400"
"Hieracium saussureoides (Arv.-Touv.) Arv.-Touv.";"204500"
"Hieracium schmidtii aggr.";"204700"
"Hieracium sparsum Friv.";"204950"
"Hieracium staticifolium All.";"205000"
"Hieracium tomentosum L.";"205500"
"Hieracium umbellatum aggr.";"205600"
"Hieracium villosum aggr.";"205900"
"Hierochloë australis (Schrad.) Roem. & Schult.";"206000"
"Hierochloë odorata (L.) P. Beauv.";"206100"
"Himantoglossum adriaticum H. Baumann";"206150"
"Himantoglossum hircinum (L.) Spreng.";"206200"
"Festuca rubra L.";"170100"
"Himantoglossum robertianum (Loisel.) P. Delforge";"206250"
"Hippocrepis comosa L.";"206300"
"Hippocrepis emerus (L.) Lassen";"206400"
"Hottonia palustris L.";"208600"
"Hippophaë rhamnoides L.";"206500"
"Hippuris vulgaris L.";"206600"
"Hirschfeldia incana (L.) Lagr.-Foss.";"206700"
"Holcus lanatus L.";"206800"
"Holcus mollis L.";"206900"
"Holosteum umbellatum L.";"207200"
"Homogyne alpina (L.) Cass.";"207300"
"Hordelymus europaeus (L.) Harz";"207400"
"Hordeum jubatum L.";"207600"
"Hordeum murinum L.";"207795"
"Hordeum secalinum Schreb.";"208100"
"Hordeum vulgare aggr.";"208205"
"Horminum pyrenaicum L.";"208400"
"Hornungia petraea (L.) Rchb.";"208500"
"Hugueninia tanacetifolia (L.) Rchb.";"208700"
"Humulus lupulus L.";"208800"
"Huperzia selago (L.) Schrank & Mart.";"208900"
"Hyacinthoides hispanica (Mill.) Rothm.";"209230"
"Hyacinthoides non-scripta (L.) Rothm.";"209250"
"Hydrocharis morsus-ranae L.";"209300"
"Hydrocotyle ranunculoides L. f.";"209350"
"Hydrocotyle vulgaris L.";"209400"
"Hymenolobus pauciflorus (W. D. J. Koch) Schinz & Thell.";"209500"
"Hymenolobus procumbens (L.) Nutt.";"209600"
"Hyoscyamus niger L.";"209700"
"Hypericum ×desetangsii Lamotte";"211700"
"Hypericum androsaemum L.";"209900"
"Hypericum calycinum L.";"210000"
"Hypericum coris L.";"210100"
"Hypericum elodes L.";"210250"
"Hypericum hircinum L.";"210400"
"Hypericum hirsutum L.";"210500"
"Hypericum humifusum L.";"210600"
"Hypericum maculatum Crantz";"210695"
"Hypericum majus (A. Gray) Britton";"210850"
"Hypericum montanum L.";"210900"
"Hypericum nummularium L.";"211000"
"Hypericum perforatum L.";"211050"
"Hypericum pulchrum L.";"211300"
"Hypericum richeri Vill.";"211400"
"Hypericum tetrapterum Fr.";"211500"
"Hypochaeris facchiniana Ambrosi";"211800"
"Hypochaeris glabra L.";"211900"
"Hypochaeris maculata L.";"212000"
"Hypochaeris radicata L.";"212100"
"Hypochaeris uniflora Vill.";"212200"
"Hyssopus officinalis L.";"212400"
"Iberis amara L.";"212500"
"Iberis intermedia Guers.";"212600"
"Iberis pinnata L.";"212900"
"Iberis saxatilis L.";"213000"
"Iberis sempervirens L.";"213100"
"Iberis umbellata L.";"213200"
"Ilex aquifolium L.";"213300"
"Illecebrum verticillatum L.";"213400"
"Impatiens balfourii Hook. f.";"213500"
"Impatiens glandulifera Royle";"213600"
"Impatiens noli-tangere L.";"213700"
"Impatiens parviflora DC.";"213800"
"Inula britannica L.";"214000"
"Inula conyzae (Griess.) Meikle";"214100"
"Inula helenium L.";"214400"
"Inula helvetica Weber";"214500"
"Inula hirta L.";"214600"
"Inula montana L.";"214700"
"Inula salicina L.";"214800"
"Inula spiraeifolia L.";"214900"
"Ipomoea purpurea (L.) Roth";"214960"
"Iris ×germanica L.";"215905"
"Iris aphylla L.";"215000"
"Iris foetidissima L.";"215100"
"Iris graminea L.";"215200"
"Iris lutescens Lam.";"215300"
"Iris pseudacorus L.";"215500"
"Iris sibirica L.";"215600"
"Iris tuberosa L.";"215650"
"Iris variegata L.";"215700"
"Isatis tinctoria L.";"216200"
"Isoëtes echinospora Durieu";"216500"
"Isoëtes lacustris L.";"216600"
"Isolepis fluitans (L.) R. Br.";"216250"
"Isolepis setacea (L.) R. Br.";"216300"
"Isopyrum thalictroides L.";"216400"
"Iva xanthiifolia Nutt.";"216750"
"Jasione laevis Lam.";"216800"
"Jasione montana L.";"216900"
"Jasminum fruticans L.";"217100"
"Jasminum nudiflorum Lindl.";"217200"
"Jasminum officinale L.";"217300"
"Jovibarba globifera (L.) J. Parn.";"217430"
"Juglans regia L.";"217500"
"Juncus acutiflorus Hoffm.";"217600"
"Juncus ambiguus Guss.";"217900"
"Juncus arcticus Willd.";"218000"
"Juncus articulatus aggr.";"218150"
"Juncus bufonius L.";"218200"
"Juncus bulbosus L.";"218300"
"Juncus capitatus Weigel";"218400"
"Juncus castaneus Sm.";"218500"
"Juncus compressus Jacq.";"218600"
"Juncus conglomeratus L.";"218700"
"Juncus effusus L.";"218800"
"Juncus filiformis L.";"218900"
"Juncus gerardi Loisel.";"219000"
"Juncus inflexus L.";"219100"
"Juncus jacquinii L.";"219200"
"Juncus monanthos Jacq.";"219300"
"Juncus sphaerocarpus Nees";"219500"
"Juncus squarrosus L.";"219600"
"Juncus stygius L.";"219700"
"Juncus subnodulosus Schrank";"219800"
"Juncus tenageia L. f.";"219900"
"Knautia dipsacifolia Kreutzer";"221450"
"Juncus tenuis Willd.";"220000"
"Juncus trifidus L.";"220100"
"Juncus triglumis L.";"220300"
"Juniperus communis L.";"220395"
"Juniperus sabina L.";"220800"
"Kernera saxatilis (L.) Sweet";"221000"
"Kerria japonica (L.) DC.";"221050"
"Kickxia elatine (L.) Dumort.";"221200"
"Kickxia spuria (L.) Dumort.";"221300"
"Klasea nudicaulis (L.) Fourr.";"221350"
"Knautia arvensis (L.) Coult.";"221400"
"Knautia drymeia Heuff.";"221800"
"Knautia godetii Reut.";"221900"
"Knautia illyrica Beck";"221930"
"Knautia leucophaea Briq.";"221960"
"Knautia longifolia (Waldst. & Kit.) W. D. J. Koch";"222000"
"Knautia persicina A. Kern.";"222050"
"Knautia purpurea (Vill.) Borbás";"222100"
"Knautia subcanescens Jord.";"222200"
"Knautia transalpina (Christ) Briq.";"222400"
"Knautia velutina Briq.";"222500"
"Kobresia simpliciuscula (Wahlenb.) Mack.";"222700"
"Koeleria cenisia E. Rev.";"223100"
"Koeleria hirsuta Gaudin";"223500"
"Koeleria pyramidata aggr.";"223905"
"Koeleria splendens C. Presl";"224000"
"Koeleria vallesiana (Honck.) Gaudin";"224100"
"Koelreuteria paniculata Laxm.";"224150"
"Laburnum alpinum (Mill.) Bercht. & J. Presl";"224200"
"Laburnum anagyroides Medik.";"224300"
"Lactuca perennis L.";"224400"
"Lactuca saligna L.";"224500"
"Lactuca sativa L.";"224600"
"Lactuca serriola L.";"224700"
"Lactuca viminea (L.) J. Presl & C. Presl";"224900"
"Lactuca virosa L.";"225000"
"Lagarosiphon major (Ridl.) Moss";"225100"
"Lagurus ovatus L.";"225160"
"Lamium album L.";"225500"
"Lamium amplexicaule L.";"225600"
"Lamium galeobdolon (L.) L.";"225750"
"Lathyrus setifolius L.";"230600"
"Lamium hybridum Vill.";"226100"
"Lamium maculatum (L.) L.";"226200"
"Lamium orvala L.";"226400"
"Lamium purpureum L.";"226500"
"Lappula deflexa (Wahlenb.) Garcke";"226600"
"Lemna gibba L.";"232200"
"Lappula squarrosa (Retz.) Dumort.";"226800"
"Lapsana communis L.";"226900"
"Lathyrus sphaericus Retz.";"230700"
"Larix decidua Mill.";"227200"
"Larix kaempferi (Lamb.) Carrière";"227250"
"Laserpitium gallicum L.";"227300"
"Laserpitium gaudinii Moretti";"227400"
"Laserpitium halleri Crantz";"227500"
"Laserpitium latifolium L.";"227700"
"Laserpitium nitidum Zanted.";"227800"
"Laserpitium peucedanoides L.";"227900"
"Laserpitium prutenicum L.";"228000"
"Laserpitium siler L.";"228100"
"Lathraea clandestina L.";"228650"
"Lathraea squamaria L.";"228700"
"Lathyrus angulatus L.";"228800"
"Lathyrus aphaca L.";"228900"
"Lathyrus bauhinii P. A. Genty";"229000"
"Lathyrus cicera L.";"229100"
"Lathyrus heterophyllus L.";"229300"
"Lathyrus hirsutus L.";"229400"
"Lathyrus latifolius L.";"229600"
"Lathyrus linifolius (Reichard) Bässler";"229700"
"Lathyrus niger (L.) Bernh.";"230000"
"Lathyrus nissolia L.";"230100"
"Lemna turionifera Landolt";"232550"
"Lathyrus occidentalis (Fisch. & C. A. Mey.) Fritsch";"230200"
"Lathyrus palustris L.";"230300"
"Lathyrus pratensis L.";"230400"
"Lathyrus sativus L.";"230500"
"Lathyrus sylvestris L.";"230800"
"Lathyrus tuberosus L.";"230900"
"Lathyrus venetus (Mill.) Wohlf.";"231100"
"Lathyrus vernus (L.) Bernh.";"231195"
"Laurus nobilis L.";"231500"
"Lavandula angustifolia Mill.";"231600"
"Leersia oryzoides (L.) Sw.";"231800"
"Legousia hybrida (L.) Delarbre";"231900"
"Legousia speculum-veneris (L.) Chaix";"232000"
"Lemna minor aggr.";"232350"
"Lemna trisulca L.";"232500"
"Lens culinaris Medik.";"232600"
"Leontodon autumnalis L.";"232700"
"Leontodon crispus Vill.";"232800"
"Leontodon helveticus Mérat";"232900"
"Leontodon hispidus L.";"233000"
"Leontodon incanus (L.) Schrank";"233750"
"Leontodon montanus Lam.";"234000"
"Leontodon saxatilis Lam.";"234200"
"Leontopodium alpinum Cass.";"234600"
"Leonurus cardiaca L.";"234700"
"Lepidium campestre (L.) R. Br.";"234900"
"Lepidium densiflorum aggr.";"235050"
"Lepidium graminifolium L.";"235200"
"Lepidium latifolium L.";"235300"
"Lepidium perfoliatum L.";"235500"
"Lepidium ruderale L.";"235600"
"Lepidium sativum L.";"235700"
"Lepidium virginicum L.";"235800"
"Leucanthemella serotina (L.) Tzvelev";"235900"
"Leucanthemopsis alpina (L.) Heywood";"236000"
"Lycopodium annotinum L.";"249700"
"Leucanthemum halleri (Vitman) Ducommun";"236500"
"Leucanthemum vulgare aggr.";"236905"
"Leucojum aestivum L.";"237000"
"Leucojum vernum L.";"237100"
"Levisticum officinale W. D. J. Koch";"237400"
"Ligusticum ferulaceum All.";"237500"
"Ligusticum lucidum Mill.";"237600"
"Ligusticum mutellina (L.) Crantz";"237800"
"Ligusticum mutellinoides Vill.";"237900"
"Ligustrum lucidum W. T. Aiton";"238050"
"Ligustrum ovalifolium Hausskn.";"238080"
"Ligustrum vulgare L.";"238100"
"Lilium bulbiferum L.";"238195"
"Lilium martagon L.";"238500"
"Limodorum abortivum (L.) Sw.";"238600"
"Limosella aquatica L.";"238700"
"Linaria alpina (L.) Mill.";"238800"
"Linaria angustissima (Loisel.) Re";"239100"
"Linaria arvensis (L.) Desf.";"239200"
"Linaria genistifolia (L.) Mill.";"239500"
"Linaria maroccana Hook. f.";"239580"
"Linaria purpurea (L.) Mill.";"239750"
"Linaria repens (L.) Mill.";"239800"
"Linaria simplex (Willd.) DC.";"239900"
"Linum narbonense L.";"241300"
"Linaria supina (L.) Chaz.";"240100"
"Linaria tonzigii Lona";"240200"
"Linaria vulgaris Mill.";"240300"
"Lycopodium clavatum L.";"249900"
"Lindernia dubia (L.) Pennell";"240350"
"Lindernia procumbens (Krock.) Borbás";"240400"
"Linnaea borealis L.";"240600"
"Linum alpinum Jacq.";"240700"
"Linum austriacum L.";"240900"
"Linum bienne Mill.";"241000"
"Linum catharticum L.";"241100"
"Linum tenuifolium L.";"241500"
"Linum trigynum L.";"241600"
"Linum usitatissimum L.";"241700"
"Liparis loeselii (L.) Rich.";"241800"
"Listera cordata (L.) R. Br.";"241900"
"Listera ovata (L.) R. Br.";"242000"
"Lithospermum officinale L.";"242200"
"Littorella uniflora (L.) Asch.";"242400"
"Lloydia serotina (L.) Rchb.";"242500"
"Lobelia erinus L.";"242550"
"Lobularia maritima (L.) Desv.";"242560"
"Loiseleuria procumbens (L.) Desv.";"242600"
"Lolium multiflorum Lam.";"242700"
"Lolium perenne L.";"242800"
"Lolium remotum Schrank";"242900"
"Lolium rigidum Gaudin";"243000"
"Lolium temulentum L.";"243100"
"Lomatogonium carinthiacum (Wulfen) Rchb.";"243200"
"Lomelosia graminifolia (L.) Greuter & Burdet";"243300"
"Lonicera alpigena L.";"243400"
"Lonicera caerulea L.";"243500"
"Lonicera caprifolium L.";"243600"
"Lonicera etrusca Santi";"243700"
"Lonicera henryi Hemsl.";"243750"
"Lonicera japonica Thunb.";"243800"
"Lonicera nigra L.";"243900"
"Lonicera nitida E. H. Wilson";"243950"
"Lonicera periclymenum L.";"244000"
"Lonicera pileata Oliv.";"244050"
"Lonicera tatarica L.";"244100"
"Lonicera xylosteum L.";"244200"
"Lotus corniculatus aggr.";"244410"
"Lotus maritimus L.";"244800"
"Lotus pedunculatus Cav.";"244900"
"Ludwigia ×kentiana E. J. Clement";"245360"
"Ludwigia grandiflora (Michx.) Greuter & Burdet";"245250"
"Ludwigia palustris (L.) Elliott";"245300"
"Ludwigia peploides (Kunth) P. H. Raven";"245330"
"Lunaria annua L.";"245400"
"Lunaria rediviva L.";"245500"
"Lupinus albus L.";"245600"
"Lupinus angustifolius L.";"245700"
"Lupinus polyphyllus Lindl.";"245800"
"Luzula alpinopilosa (Chaix) Breistr.";"246000"
"Luzula campestris (L.) DC.";"246100"
"Luzula desvauxii Kunth";"246200"
"Luzula forsteri (Sm.) DC.";"246400"
"Luzula glabrata (Hoppe) Desv.";"246500"
"Luzula lutea (All.) DC.";"246600"
"Luzula luzulina (Vill.) Dalla Torre & Sarnth.";"246700"
"Luzula luzuloides (Lam.) Dandy & Wilmott";"246800"
"Luzula multiflora aggr.";"247150"
"Luzula nivea (L.) DC.";"247300"
"Luzula pediformis (Chaix) DC.";"247450"
"Luzula pilosa (L.) Willd.";"247500"
"Luzula spicata (L.) DC.";"247800"
"Luzula sylvatica aggr.";"248400"
"Lycium barbarum L.";"249000"
"Lycium chinense Mill.";"249100"
"Lycopersicon esculentum Mill.";"249300"
"Lycopodiella inundata (L.) Holub";"249400"
"Lycopus europaeus L.";"250900"
"Lycopus exaltatus L. f.";"251200"
"Lysichiton americanus Hultén & H. St. John";"251350"
"Lysimachia nemorum L.";"251400"
"Lysimachia nummularia L.";"251500"
"Lysimachia punctata L.";"251600"
"Lysimachia thyrsiflora L.";"251700"
"Lysimachia vulgaris L.";"251800"
"Lythrum hyssopifolia L.";"251900"
"Lythrum portula (L.) D. A. Webb";"252000"
"Lythrum salicaria L.";"252100"
"Lythrum virgatum L.";"252200"
"Macleaya cordata (Willd.) R. Br.";"252230"
"Macleaya microcarpa (Maxim.) Fedde";"252260"
"Mahonia aquifolium (Pursh) Nutt.";"252300"
"Mahonia bealei (Fortune) Carrière";"252350"
"Maianthemum bifolium (L.) F. W. Schmidt";"252400"
"Malaxis monophyllos (L.) Sw.";"252600"
"Malus sylvestris aggr.";"253000"
"Malva alcea L.";"253100"
"Malva moschata L.";"253300"
"Malva neglecta Wallr.";"253400"
"Malva nicaeensis All.";"253430"
"Malva parviflora L.";"253450"
"Malva pusilla Sm.";"253480"
"Malva sylvestris L.";"253500"
"Malva verticillata L.";"253600"
"Mercurialis perennis L.";"259100"
"Marrubium vulgare L.";"253800"
"Marsilea quadrifolia L.";"253900"
"Matricaria chamomilla L.";"254000"
"Matricaria discoidea DC.";"254100"
"Matteuccia struthiopteris (L.) Tod.";"254500"
"Matthiola valesiaca Boiss.";"254700"
"Mazus pumilus (Burm. f.) Steenis";"254750"
"Meconopsis cambrica (L.) Vig.";"254800"
"Medicago ×varia Martyn";"256100"
"Medicago arabica (L.) Huds.";"254900"
"Medicago carstiensis Wulfen";"255000"
"Medicago falcata L.";"255100"
"Medicago lupulina L.";"255300"
"Medicago minima (L.) L.";"255400"
"Medicago orbicularis (L.) Bartal.";"255600"
"Medicago polymorpha L.";"255700"
"Medicago prostrata Jacq.";"255800"
"Medicago rigidula (L.) All.";"255900"
"Medicago sativa L.";"256000"
"Melampyrum arvense L.";"256200"
"Melampyrum cristatum L.";"256300"
"Melampyrum nemorosum L.";"256400"
"Melampyrum pratense L.";"256500"
"Melampyrum sylvaticum L.";"256600"
"Melica ciliata L.";"256800"
"Melica nutans L.";"256900"
"Melica transsilvanica Schur";"257000"
"Melica uniflora Retz.";"257100"
"Melilotus albus Medik.";"257200"
"Melilotus altissimus Thuill.";"257300"
"Melilotus indicus (L.) All.";"257400"
"Melilotus neapolitanus Ten.";"257500"
"Melilotus officinalis Lam.";"257600"
"Melilotus sulcatus Desf.";"257700"
"Melissa officinalis L.";"257800"
"Melittis melissophyllum L.";"257900"
"Mentha ×verticillata L.";"258750"
"Mentha aquatica L.";"258000"
"Mentha arvensis L.";"258100"
"Mentha longifolia (L.) Huds.";"258200"
"Mentha pulegium L.";"258300"
"Mentha spicata aggr.";"258550"
"Menyanthes trifoliata L.";"258800"
"Mercurialis annua L.";"258900"
"Mercurialis ovata Sternb. & Hoppe";"259000"
"Mespilus germanica L.";"259200"
"Meum athamanticum Jacq.";"259300"
"Mibora minima (L.) Desv.";"259400"
"Micropus erectus L.";"259500"
"Micropyrum tenellum (L.) Link";"259600"
"Milium effusum L.";"259800"
"Mimulus guttatus aggr.";"259920"
"Minuartia austriaca (Jacq.) Hayek";"260200"
"Minuartia biflora (L.) Schinz & Thell.";"260300"
"Minuartia capillacea (All.) Graebn.";"260400"
"Oenothera villosa aggr.";"275000"
"Minuartia cherlerioides (Hoppe) Bech.";"260495"
"Minuartia grignensis (Rchb.) Mattf.";"260900"
"Minuartia hybrida (Vill.) Schischk.";"261100"
"Minuartia laricifolia (L.) Schinz & Thell.";"261200"
"Minuartia recurva (All.) Schinz & Thell.";"261400"
"Minuartia rostrata (Pers.) Rchb.";"261450"
"Minuartia rubra (Scop.) McNeill";"261500"
"Minuartia rupestris (Scop.) Schinz & Thell.";"261600"
"Minuartia sedoides (L.) Hiern";"261700"
"Minuartia stricta (Sw.) Hiern";"261900"
"Minuartia verna (L.) Hiern";"262000"
"Minuartia villarii (Balb.) Wilczek & Chenevard";"262100"
"Orchis morio L.";"281100"
"Minuartia viscosa (Schreb.) Schinz & Thell.";"262200"
"Mirabilis jalapa L.";"262230"
"Nasturtium microphyllum (Boenn.) Rchb.";"269800"
"Miscanthus sacchariflorus (Maxim.) Hack.";"262240"
"Miscanthus sinensis Andersson";"262250"
"Misopates orontium (L.) Raf.";"262300"
"Moehringia bavarica (L.) Gren.";"262330"
"Moehringia ciliata (Scop.) Dalla Torre";"262500"
"Moehringia concarenae F. Fen. & F. Martini";"262600"
"Moehringia dielsiana Mattf.";"262700"
"Moehringia muscosa L.";"262900"
"Moehringia trinervia (L.) Clairv.";"263000"
"Moenchia erecta (L.) G. Gaertn. & al.";"263100"
"Moenchia mantica (L.) Bartl.";"263200"
"Molinia arundinacea Schrank";"263300"
"Molinia caerulea (L.) Moench";"263400"
"Mollugo verticillata L.";"263550"
"Molopospermum peloponnesiacum (L.) W. D. J. Koch";"263600"
"Moneses uniflora (L.) A. Gray";"263700"
"Monotropa hypopitys aggr.";"264000"
"Montia fontana L.";"264095"
"Myosotis ramosissima Rochel";"266600"
"Morus alba L.";"264800"
"Morus nigra L.";"264900"
"Muhlenbergia mexicana (L.) Trin.";"264950"
"Muhlenbergia schreberi J. F. Gmel.";"265000"
"Murbeckiella pinnatifida (Lam.) Rothm.";"265100"
"Muscari armeniacum Baker";"265150"
"Muscari botryoides (L.) Mill.";"265200"
"Muscari comosum (L.) Mill.";"265300"
"Muscari neglectum aggr.";"265450"
"Myagrum perfoliatum L.";"265600"
"Mycelis muralis (L.) Dumort.";"265700"
"Myosotis alpestris F. W. Schmidt";"265800"
"Myosotis arvensis Hill";"265900"
"Myosotis discolor Pers.";"266200"
