"name";"id_in_source"
"Caryopteris ×clandonensis Simmonds";"97150"
"Castanea sativa Mill.";"97200"
"Catabrosa aquatica (L.) P. Beauv.";"97300"
"Catalpa bignonioides Walter";"97350"
"Catananche caerulea L.";"97400"
"Catapodium marinum (L.) C. E. Hubb.";"97450"
"Catapodium rigidum (L.) C. E. Hubb.";"97500"
"Caucalis platycarpos L.";"97700"
"Celtis australis L.";"97800"
"Celtis occidentalis L.";"97850"
"Centaurea calcitrapa L.";"98400"
"Centaurea cyanus L.";"98500"
"Centaurea diffusa Lam.";"98600"
"Centaurea jacea aggr.";"99030"
"Centaurea montana L.";"99200"
"Centaurea nervosa Willd.";"99400"
"Centaurea paniculata aggr.";"99705"
"Centaurea pseudophrygia C. A. Mey.";"99800"
"Centaurea rhaetica Moritzi";"99900"
"Centaurea scabiosa L.";"99995"
"Centaurea solstitialis L.";"100500"
"Centaurea splendens L.";"100600"
"Centaurea triumfettii All.";"100900"
"Centaurea uniflora Turra";"101000"
"Centaurium erythraea Rafn";"101200"
"Centaurium pulchellum (Sw.) Druce";"101300"
"Centranthus angustifolius (Mill.) DC.";"101500"
"Centranthus calcitrapae (L.) Dufr.";"101550"
"Centranthus ruber (L.) DC.";"101600"
"Cephalanthera damasonium (Mill.) Druce";"101800"
"Cephalanthera longifolia (L.) Fritsch";"101900"
"Cephalanthera rubra (L.) Rich.";"102000"
"Cephalaria alpina (L.) Roem. & Schult.";"102100"
"Cephalaria gigantea (Ledeb.) Bobrov";"102150"
"Cerastium alpinum L.";"102200"
"Cerastium arvense L.";"102595"
"Cerastium austroalpinum Kunz";"102900"
"Cerastium brachypetalum Pers.";"102950"
"Cerastium cerastoides (L.) Britton";"103400"
"Cerastium dubium (Bastard) Guépin";"103500"
"Cerastium fontanum Baumg.";"103595"
"Cerastium glomeratum Thuill.";"103900"
"Cerastium latifolium L.";"104200"
"Cerastium ligusticum Viv.";"104300"
"Cerastium lineare All.";"104400"
"Cerastium pedunculatum Gaudin";"104600"
"Cerastium pumilum aggr.";"104750"
"Cerastium semidecandrum L.";"104800"
"Cerastium tomentosum L.";"105200"
"Cerastium uniflorum Clairv.";"105400"
"Ceratophyllum demersum L.";"105500"
"Ceratophyllum submersum L.";"105600"
"Ceratostigma plumbaginoides Bunge";"105630"
"Cercis siliquastrum L.";"105650"
"Cerinthe glabra Mill.";"105700"
"Cerinthe minor L.";"105900"
"Chaenomeles japonica (Thunb.) Spach";"106050"
"Chaenorrhinum minus (L.) Lange";"106100"
"Chaenostoma cordatum (Thunb.) Benth.";"106170"
"Chaerophyllum aureum L.";"106200"
"Chaerophyllum bulbosum L.";"106300"
"Chaerophyllum hirsutum aggr.";"106705"
"Chaerophyllum temulum L.";"107000"
"Chamaecyparis lawsoniana (A. Murray bis) Parl.";"107150"
"Chamaecytisus hirsutus aggr.";"107270"
"Chamaemelum nobile (L.) All.";"107500"
"Chamorchis alpina (L.) Rich.";"107700"
"Cheilanthes acrostica (Balb.) Tod.";"107800"
"Chelidonium majus L.";"108200"
"Chenopodium album aggr.";"108330"
"Chenopodium ambrosioides L.";"108350"
"Chenopodium bonus-henricus L.";"108500"
"Chenopodium botrys L.";"108600"
"Chenopodium chenopodioides (L.) Aellen";"108750"
"Chenopodium ficifolium Sm.";"108900"
"Chenopodium glaucum L.";"109100"
"Chenopodium hircinum Schrad.";"109200"
"Chenopodium hybridum L.";"109300"
"Chenopodium murale L.";"109400"
"Chenopodium polyspermum L.";"109600"
"Chrysosplenium alternifolium L.";"112500"
"Chenopodium pumilio R. Br.";"109750"
"Chenopodium rubrum L.";"109800"
"Chenopodium urbicum L.";"110000"
"Chenopodium vulvaria L.";"110100"
"Chimaphila umbellata (L.) W. P. C. Barton";"110200"
"Chondrilla chondrilloides (Ard.) H. Karst.";"110300"
"Chondrilla juncea L.";"110400"
"Chorispora tenella (Pall.) DC.";"110550"
"Chrysopogon gryllus (L.) Trin.";"112400"
"Chrysosplenium oppositifolium L.";"112600"
"Cicer arietinum L.";"112700"
"Cicerbita alpina (L.) Wallr.";"112800"
"Cicerbita macrophylla (Willd.) Wallr.";"112900"
"Cicerbita plumieri (L.) Kirschl.";"113000"
"Cichorium endivia L.";"113100"
"Cichorium intybus L.";"113200"
"Cicuta virosa L.";"113300"
"Cinnamomum glanduliferum (Wall.) Meisn.";"113350"
"Circaea ×intermedia Ehrh.";"113600"
"Circaea alpina L.";"113400"
"Circaea lutetiana L.";"113500"
"Cirsium acaule Scop.";"113700"
"Cirsium arvense (L.) Scop.";"113800"
"Cirsium canum (L.) All.";"113900"
"Cirsium eriophorum (L.) Scop.";"114000"
"Cirsium erisithales (Jacq.) Scop.";"114300"
"Cirsium helenioides (L.) Hill";"114400"
"Cirsium monspessulanum (L.) Hill";"114600"
"Cirsium montanum (Willd.) Spreng.";"114700"
"Cirsium oleraceum (L.) Scop.";"114800"
"Cirsium palustre (L.) Scop.";"114900"
"Cirsium pannonicum (L. f.) Link";"115000"
"Cirsium rivulare (Jacq.) All.";"115100"
"Cirsium spinosissimum (L.) Scop.";"115300"
"Cirsium tuberosum (L.) All.";"115400"
"Cirsium vulgare (Savi) Ten.";"115500"
"Cistus salviifolius L.";"115600"
"Citrullus lanatus (Thunb.) Matsum. & Nakai";"115650"
"Cladium mariscus (L.) Pohl";"115700"
"Claytonia perfoliata Willd.";"115800"
"Cleistogenes serotina (L.) Keng";"115900"
"Clematis alpina (L.) Mill.";"116000"
"Clematis integrifolia L.";"116200"
"Clematis recta L.";"116300"
"Corydalis cava (L.) Schweigg. & Körte";"121100"
"Clematis tangutica (Maxim.) Korsh.";"116350"
"Clematis vitalba L.";"116400"
"Clematis viticella L.";"116500"
"Clerodendrum trichotomum Thunb.";"116550"
"Clinopodium vulgare L.";"116600"
"Clypeola jonthlaspi L.";"116700"
"Cnidium silaifolium (Jacq.) Simonk.";"116900"
"Cochlearia danica L.";"116950"
"Cochlearia officinalis L.";"117000"
"Cochlearia pyrenaica DC.";"117100"
"Coeloglossum viride (L.) Hartm.";"117200"
"Coincya cheiranthos (Vill.) Greuter & Burdet";"117250"
"Coincya richeri (Vill.) Greuter & Burdet";"117500"
"Colchicum alpinum DC.";"117600"
"Colchicum autumnale L.";"117700"
"Coleostephus myconis (L.) Rchb. f.";"117900"
"Collomia linearis Nutt.";"118050"
"Colutea arborescens L.";"118100"
"Commelina communis L.";"118300"
"Conium maculatum L.";"118400"
"Conopodium majus (Gouan) Loret";"118450"
"Conringia orientalis (L.) Dumort.";"118500"
"Corrigiola litoralis L.";"120900"
"Consolida ajacis (L.) Schur";"118600"
"Consolida regalis Gray";"118700"
"Convallaria majalis L.";"118800"
"Convolvulus arvensis L.";"118900"
"Convolvulus cantabrica L.";"119000"
"Conyza bonariensis (L.) Cronquist";"119250"
"Conyza canadensis (L.) Cronquist";"119300"
"Conyza floribunda Kunth";"119320"
"Conyza sumatrensis (Retz.) E. Walker";"119350"
"Corallorhiza trifida Châtel.";"119400"
"Coreopsis lanceolata L.";"119450"
"Coriandrum sativum L.";"119500"
"Cornus mas L.";"119600"
"Cornus sanguinea L.";"119700"
"Cornus sericea L.";"119800"
"Coronilla coronata L.";"120000"
"Coronilla minima L.";"120200"
"Coronilla vaginalis Lam.";"120400"
"Coronopus didymus (L.) Sm.";"120600"
"Coronopus squamatus (Forssk.) Asch.";"120800"
"Cortusa matthioli L.";"121000"
"Corydalis alba (Mill.) Mansf.";"121050"
"Corydalis intermedia (L.) Mérat";"121200"
"Corydalis lutea (L.) DC.";"121300"
"Corydalis solida (L.) Clairv.";"121500"
"Corylus avellana L.";"121600"
"Corylus colurna L.";"121610"
"Corylus maxima Mill.";"121620"
"Cosmos bipinnatus Cav.";"121660"
"Cotinus coggygria Scop.";"121700"
"Cotinus obovatus Raf.";"121720"
"Cotoneaster integerrimus Medik.";"121800"
"Cotoneaster ×suecicus G. Klotz";"122010"
"Cotoneaster ×watereri Exell";"122020"
"Cotoneaster adpressus Bois";"121730"
"Cotoneaster apiculatus Rehder & E. H. Wilson";"121740"
"Dactylorhiza cruenta (O. F. Müll.) Soó";"132100"
"Cotoneaster bullatus Bois";"121750"
"Cotoneaster dammeri C. K. Schneid.";"121760"
"Cotoneaster dielsianus E. Pritz.";"121765"
"Cotoneaster divaricatus Rehder & E. H. Wilson";"121770"
"Cotoneaster franchetii Bois";"121775"
"Cotoneaster horizontalis Decne.";"121780"
"Cotoneaster integrifolius (Roxb.) G. Klotz";"121850"
"Cotoneaster microphyllus Lindl.";"121860"
"Cotoneaster salicifolius Franch.";"121950"
"Cotoneaster tomentosus Lindl.";"122000"
"Cotula australis (Spreng.) Hook. f.";"122030"
"Crassula helmsii (Kirk) Cockayne";"122060"
"Crassula tillaea Lest.-Garl.";"122130"
"Crataegus laevigata (Poir.) DC.";"122200"
"Crataegus monogyna aggr.";"122500"
"Crepis albida Vill.";"122800"
"Crepis alpestris (Jacq.) Tausch";"122900"
"Crepis aurea (L.) Cass.";"123000"
"Crepis biennis L.";"123100"
"Crepis bocconei P. D. Sell";"123300"
"Crepis capillaris Wallr.";"123400"
"Crepis conyzifolia (Gouan) A. Kern.";"123500"
"Crepis foetida L.";"123600"
"Crepis froelichiana Froel.";"123700"
"Crepis kerneri Rech. f.";"123900"
"Crepis mollis (Jacq.) Asch.";"124000"
"Crepis nicaeensis Pers.";"124200"
"Crepis paludosa (L.) Moench";"124300"
"Crepis praemorsa (L.) Walther";"124500"
"Crepis pulchra L.";"124600"
"Crepis pygmaea L.";"124700"
"Crepis pyrenaica (L.) Greuter";"124800"
"Crepis rhaetica Hegetschw.";"124900"
"Crepis sancta (L.) Bornm.";"125000"
"Crepis setosa Haller f.";"125200"
"Crepis tectorum L.";"125400"
"Crepis terglouensis (Hacq.) A. Kern.";"125500"
"Crepis vesicaria L.";"125550"
"Crocus albiflorus Kit.";"125800"
"Crocus biflorus Mill.";"125900"
"Crocus chrysanthus (Herb.) Herb.";"125930"
"Crocus flavus Weston";"125950"
"Crocus sativus L.";"126000"
"Crocus tommasinianus Herb.";"126050"
"Crucianella angustifolia L.";"126100"
"Cruciata glabra (L.) Ehrend.";"126200"
"Cruciata laevipes Opiz";"126300"
"Cruciata pedemontana (Bellardi) Ehrend.";"126400"
"Crupina vulgaris Cass.";"126500"
"Cryptogramma crispa (L.) Hook.";"126600"
"Cucubalus baccifer L.";"126700"
"Cucumis melo L.";"126800"
"Cucumis sativus L.";"126900"
"Cucurbita maxima Duchesne";"127000"
"Cucurbita pepo L.";"127100"
"Cupressus sempervirens L.";"127200"
"Cuscuta campestris Yunck.";"127500"
"Cuscuta epilinum Weihe";"127700"
"Cuscuta epithymum (L.) L.";"127800"
"Cuscuta europaea L.";"127900"
"Cuscuta scandens Brot.";"127930"
"Cyclamen coum Mill.";"127950"
"Cyclamen hederifolium Aiton";"128100"
"Cyclamen purpurascens Mill.";"128400"
"Cydonia oblonga Mill.";"128500"
"Cylindropuntia imbricata (Haw.) F. M. Knuth";"128550"
"Cymbalaria muralis G. Gaertn. & al.";"128600"
"Cynara cardunculus L.";"128695"
"Dactylorhiza incarnata (L.) Soó";"132300"
"Cynodon dactylon (L.) Pers.";"129000"
"Cynoglossum cheirifolium L.";"129050"
"Cynoglossum creticum Mill.";"129100"
"Cynoglossum germanicum Jacq.";"129200"
"Cynoglossum officinale L.";"129300"
"Cynosurus cristatus L.";"129400"
"Cynosurus echinatus L.";"129500"
"Cyperus difformis L.";"129600"
"Cyperus eragrostis Lam.";"129650"
"Cyperus esculentus L.";"129660"
"Cyperus flavescens L.";"129700"
"Cyperus fuscus L.";"129800"
"Cyperus glomeratus L.";"129900"
"Cyperus longus L.";"130000"
"Cyperus lupulinus (Spreng.) Marcks";"130050"
"Cyperus michelianus (L.) Delile";"130100"
"Cyperus microiria Steud.";"130150"
"Cyperus rotundus L.";"130200"
"Cyperus serotinus Rottb.";"130300"
"Cypripedium calceolus L.";"130400"
"Cyrtomium falcatum (L. f.) C. Presl";"130430"
"Cyrtomium fortunei J. Sm.";"130460"
"Cystopteris alpina (Lam.) Desv.";"130500"
"Cystopteris fragilis aggr.";"130750"
"Cystopteris montana (Lam.) Desv.";"130800"
"Cytinus hypocistis (L.) L.";"130950"
"Cytisophyllum sessilifolium (L.) O. Lang";"131000"
"Cytisus decumbens (Durande) Spach";"131100"
"Cytisus emeriflorus Rchb.";"131200"
"Cytisus nigricans L.";"131300"
"Cytisus pseudoprocumbens Markgr.";"131400"
"Cytisus scoparius (L.) Link";"131500"
"Dactylis glomerata L.";"131800"
"Dactylis polygama Horv.";"132000"
"Dactylorhiza lapponica (Hartm.) Soó";"132500"
"Dactylorhiza maculata (L.) Soó";"132600"
"Dactylorhiza majalis (Rchb.) P. F. Hunt & Summerh.";"132700"
"Dactylorhiza sambucina (L.) Soó";"132800"
"Dactylorhiza traunsteineri (Rchb.) Soó";"132900"
"Danthonia alpina Vest";"133000"
"Danthonia decumbens (L.) DC.";"133100"
"Daphne alpina L.";"133300"
"Daphne cneorum L.";"133400"
"Daphne laureola L.";"133500"
"Daphne mezereum L.";"133600"
"Daphne striata Tratt.";"133700"
"Datura innoxia Mill.";"133750"
"Datura stramonium L.";"133800"
"Daucus carota L.";"133900"
"Dianthus furcatus Balb.";"135920"
"Delosperma cooperi (Hook.) L. Bolus";"133950"
"Delphinium dubium (Rouy & Foucaud) Pawł.";"134200"
"Delphinium elatum L.";"134300"
"Deschampsia cespitosa (L.) P. Beauv.";"134800"
"Deschampsia littoralis (Gaudin) Reut.";"134990"
"Deschampsia media (Gouan) Roem. & Schult.";"135050"
"Deschampsia rhenana Gremli";"135100"
"Descurainia sophia (L.) Prantl";"135200"
"Deutzia crenata Siebold & Zucc.";"135230"
"Deutzia scabra Thunb.";"135250"
"Dianthus armeria L.";"135300"
"Dianthus barbatus L.";"135400"
"Dianthus carthusianorum L.";"135500"
"Dianthus caryophyllus L.";"135800"
"Dianthus deltoides L.";"135900"
"Dipsacus fullonum L.";"139200"
"Dipsacus laciniatus L.";"139300"
"Dianthus giganteus d'Urv.";"135950"
"Dianthus glacialis Haenke";"136000"
"Dianthus gratianopolitanus Vill.";"136100"
"Dianthus hyssopifolius L.";"136200"
"Dianthus pavonius Tausch";"136500"
"Dianthus plumarius L.";"136600"
"Dianthus seguieri Vill.";"136700"
"Dianthus superbus L.";"136800"
"Dianthus sylvestris Wulfen";"136900"
"Dichanthelium acuminatum (Sw.) Gould & C. A. Clark";"136940"
"Dichondra micrantha Urb.";"136950"
"Dictamnus albus L.";"137000"
"Digitalis grandiflora Mill.";"137100"
"Digitalis lutea L.";"137300"
"Digitalis purpurea L.";"137400"
"Digitaria ischaemum aggr.";"137500"
"Digitaria sanguinalis aggr.";"137600"
"Diospyros lotus L.";"137700"
"Diphasiastrum ×issleri (Rouy) Holub";"138100"
"Diphasiastrum ×zeilleri (Rouy) Holub";"138200"
"Diphasiastrum alpinum (L.) Holub";"137800"
"Diphasiastrum complanatum (L.) Holub";"137900"
"Diphasiastrum tristachyum (Pursh) Holub";"138000"
"Diplotaxis erucoides (L.) DC.";"138800"
"Diplotaxis muralis (L.) DC.";"138900"
"Diplotaxis tenuifolia (L.) DC.";"139000"
"Dipsacus pilosus L.";"139400"
"Draba hoppeana Rchb.";"140900"
"Dipsacus strigosus Roem. & Schult.";"139450"
"Dittrichia graveolens (L.) Greuter";"139530"
"Dittrichia viscosa (L.) Greuter";"139560"
"Doronicum austriacum Jacq.";"139600"
"Doronicum clusii (All.) Tausch";"139700"
"Doronicum columnae Ten.";"139800"
"Doronicum glaciale (Wulfen) Nyman";"139900"
"Doronicum grandiflorum Lam.";"140000"
"Doronicum pardalianches L.";"140100"
"Doronicum plantagineum aggr.";"140160"
"Dorycnium germanicum (Gremli) Rikli";"140200"
"Dorycnium herbaceum Vill.";"140300"
"Draba aizoides L.";"140500"
"Draba dubia Suter";"140700"
"Draba fladnizensis Wulfen";"140800"
"Draba incana L.";"141000"
"Draba ladina Braun-Blanq.";"141100"
"Draba muralis L.";"141200"
"Draba nemorosa L.";"141300"
"Draba siliquosa M. Bieb.";"141400"
"Draba thomasii W. D. J. Koch";"141550"
"Draba tomentosa Clairv.";"141600"
"Dracocephalum austriacum L.";"141700"
"Dracocephalum ruyschiana L.";"141800"
"Dracunculus vulgaris Schott";"141900"
"Drosera ×obovata Mert. & W. D. J. Koch";"142400"
"Drosera anglica Huds.";"142000"
"Drosera intermedia Hayne";"142100"
"Drosera rotundifolia L.";"142300"
"Dryas octopetala L.";"142500"
"Dryopteris affinis (Lowe) Fraser-Jenk.";"142600"
"Dryopteris carthusiana (Vill.) H. P. Fuchs";"143100"
"Dryopteris cristata (L.) A. Gray";"143200"
"Dryopteris dilatata aggr.";"143350"
"Dryopteris filix-mas (L.) Schott";"143500"
"Dryopteris remota (Döll) Druce";"143700"
"Dryopteris villarii (Bellardi) Schinz & Thell.";"143900"
"Duchesnea indica (Andrews) Focke";"144000"
"Ecballium elaterium (L.) A. Rich.";"144030"
"Echinochloa colonum (L.) Link";"144050"
"Echinochloa crus-galli (L.) P. Beauv.";"144100"
"Echinocystis lobata (Michx.) Torr. & A. Gray";"144150"
"Echinops bannaticus Schrad.";"144220"
"Echinops exaltatus Schrad.";"144250"
"Echinops ritro L.";"144270"
"Echinops sphaerocephalus L.";"144300"
"Echium italicum L.";"144400"
"Echium plantagineum L.";"144450"
"Echium vulgare L.";"144500"
"Elaeagnus angustifolia L.";"144530"
"Elaeagnus pungens Thunb.";"144550"
"Elatine alsinastrum L.";"144600"
"Elatine hexandra (Lapierre) DC.";"144700"
"Elatine hydropiper L.";"144800"
"Elatine triandra Schkuhr";"144900"
"Eleocharis acicularis (L.) Roem. & Schult.";"145000"
"Eleocharis atropurpurea (Retz.) C. Presl";"145100"
"Eleocharis carniolica W. D. J. Koch";"145300"
"Eleocharis obtusa (Willd.) Schult.";"145550"
"Eleocharis ovata (Roth) Roem. & Schult.";"145600"
"Eleocharis palustris aggr.";"145705"
"Eleocharis quinqueflora (Hartmann) O. Schwarz";"145900"
"Eleusine indica (L.) Gaertn.";"146100"
"Eleusine tristachya (Lam.) Lam.";"146150"
"Elodea canadensis Michx.";"146200"
"Elodea densa (Planch.) Casp.";"146300"
"Elodea nuttallii (Planch.) H. St. John";"146400"
"Elymus athericus (Link) Kerguélen";"146450"
"Elymus caninus (L.) L.";"146460"
"Elymus helveticus Schmid-Holl.";"146530"
"Elymus hispidus (Opiz) Melderis";"146550"
"Elymus obtusiflorus (DC.) Conert";"146555"
"Elymus repens (L.) Gould";"146560"
"Elyna myosuroides (Vill.) Fritsch";"146600"
"Empetrum nigrum L.";"146795"
"Ephedra helvetica C. A. Mey.";"147000"
"Epilobium alpestre (Jacq.) Krock.";"147300"
"Epilobium alsinifolium Vill.";"147500"
"Epilobium anagallidifolium Lam.";"147600"
"Epilobium angustifolium L.";"147700"
"Epipactis atrorubens Besser";"149600"
"Epilobium ciliatum Raf.";"147800"
"Epilobium collinum C. C. Gmel.";"147900"
"Epilobium dodonaei Vill.";"148000"
"Epilobium duriaei Godr.";"148100"
"Epilobium fleischeri Hochst.";"148200"
"Epilobium hirsutum L.";"148300"
"Epilobium lanceolatum Sebast. & Mauri";"148500"
"Epilobium montanum L.";"148600"
"Epilobium nutans F. W. Schmidt";"148700"
"Epilobium obscurum Schreb.";"148800"
"Epilobium palustre L.";"148900"
"Epilobium parviflorum Schreb.";"149000"
"Epilobium roseum Schreb.";"149100"
"Epilobium tetragonum L.";"149195"
"Epimedium alpinum L.";"149400"
"Epimedium pinnatum Fisch.";"149450"
"Epipactis helleborine aggr.";"149800"
"Epipactis microphylla (Ehrh.) Sw.";"150100"
"Epipactis palustris (L.) Crantz";"150300"
"Epipactis purpurata Sm.";"150400"
"Epipogium aphyllum Sw.";"150500"
"Equisetum ×moorei Newman";"151650"
"Equisetum ×trachyodon A. Braun";"151700"
"Equisetum arvense L.";"150600"
"Equisetum fluviatile L.";"150700"
"Equisetum hyemale L.";"150800"
"Equisetum palustre L.";"151100"
"Equisetum pratense Ehrh.";"151200"
"Equisetum ramosissimum Desf.";"151300"
"Equisetum sylvaticum L.";"151400"
"Equisetum telmateia Ehrh.";"151500"
"Equisetum variegatum Schleich.";"151600"
"Eragrostis barrelieri Daveau";"151750"
"Eragrostis cilianensis (All.) Janch.";"151800"
"Eragrostis curvula (Schrad.) Nees";"151830"
"Eragrostis lugens Nees";"151860"
"Eragrostis mexicana (Hornem.) Link";"151950"
"Eragrostis minor Host";"152000"
"Eragrostis multicaulis Steud.";"152050"
"Eragrostis parviflora (R. Br.) Trin.";"152070"
"Eragrostis pectinacea (Michx.) Nees";"152080"
"Eragrostis pilosa (L.) P. Beauv.";"152100"
"Eragrostis tef (Zuccagni) Trotter";"152130"
"Eragrostis virescens J. Presl";"152160"
"Eranthis hyemalis (L.) Salisb.";"152200"
"Erica arborea L.";"152300"
"Erica carnea L.";"152400"
"Erica tetralix L.";"152600"
"Erica vagans L.";"152700"
"Erigeron acris L.";"153300"
"Erigeron alpinus aggr.";"153650"
"Erigeron annuus (L.) Desf.";"153800"
"Erigeron atticus Vill.";"154200"
"Erigeron gaudinii Brügger";"154400"
"Erigeron karvinskianus DC.";"154600"
"Erinus alpinus L.";"155100"
"Eriobotrya japonica (Thunb.) Lindl.";"155150"
"Eriophorum angustifolium Honck.";"155200"
"Eriophorum gracile Roth";"155300"
"Eriophorum latifolium Hoppe";"155400"
"Eriophorum scheuchzeri Hoppe";"155500"
"Eriophorum vaginatum L.";"155600"
"Eritrichium nanum (L.) Gaudin";"155700"
"Erodium ciconium (L.) L'Hér.";"155900"
"Erodium cicutarium (L.) L'Hér.";"156000"
"Erodium moschatum (L.) L'Hér.";"156200"
"Erophila verna aggr.";"156700"
"Eruca sativa Mill.";"156800"
"Erucastrum gallicum (Willd.) O. E. Schulz";"157000"
"Erucastrum nasturtiifolium (Poir.) O. E. Schulz";"157100"
"Eryngium alpinum L.";"157200"
"Eryngium campestre L.";"157300"
"Eryngium giganteum M. Bieb.";"157350"
"Erysimum cheiranthoides L.";"157400"
"Erysimum cheiri (L.) Crantz";"157500"
"Erysimum crassistylum C. Presl";"157530"
"Erysimum crepidifolium Rchb.";"157600"
"Erysimum ochroleucum (Schleich.) DC.";"158200"
"Erysimum repandum L.";"158400"
"Erysimum rhaeticum aggr.";"158500"
"Erysimum virgatum Roth";"158700"
"Erythronium dens-canis L.";"158800"
"Eschscholzia californica Cham.";"158850"
"Euclidium syriacum (L.) R. Br.";"158900"
"Euonymus europaeus L.";"159000"
"Euonymus fortunei (Turcz.) Hand.-Mazz.";"159030"
"Euonymus japonicus Thunb.";"159050"
"Euonymus latifolius (L.) Mill.";"159100"
"Euonymus verrucosus Scop.";"159200"
"Eupatorium cannabinum L.";"159300"
"Euphorbia amygdaloides L.";"159400"
"Euphorbia angulata Jacq.";"159500"
"Euphorbia carniolica Jacq.";"159600"
"Euphorbia cyparissias L.";"159800"
"Euphorbia davidii Subils";"159850"
"Euphorbia dulcis L.";"159900"
"Euphorbia esula L.";"159950"
"Euphorbia exigua L.";"160000"
"Euphorbia falcata L.";"160100"
"Euphorbia helioscopia L.";"160200"
"Euphorbia lathyris L.";"160400"
"Euphorbia maculata aggr.";"160610"
"Euphorbia myrsinites L.";"160650"
"Euphorbia variabilis Ces.";"161700"
"Euphorbia nutans Lag.";"160700"
"Euphorbia palustris L.";"160800"
"Euphorbia peplus L.";"160900"
"Euphorbia platyphyllos L.";"161000"
"Euphorbia segetalis L.";"161200"
"Euphorbia seguieriana Neck.";"161250"
"Euphorbia serrata L.";"161500"
"Euphorbia stricta L.";"161600"
"Euphorbia verrucosa L.";"161800"
"Euphorbia virgata Waldst. & Kit.";"161900"
"Euphrasia alpina Lam.";"162000"
"Euphrasia christii Gremli";"162200"
"Euphrasia cisalpina Pugsley";"162300"
"Euphrasia cuspidata Host";"162350"
"Euphrasia hirtella Reut.";"162500"
"Euphrasia minima Schleich.";"162750"
"Euphrasia nemorosa (Pers.) Wallr.";"163000"
"Euphrasia pectinata Ten.";"163100"
"Euphrasia portae Wettst.";"163250"
"Euphrasia rostkoviana aggr.";"163850"
"Euphrasia salisburgensis Hoppe";"163900"
"Euphrasia stricta J. F. Lehm.";"164000"
"Euphrasia tricuspidata L.";"164200"
"Fagopyrum esculentum Moench";"164700"
"Fagopyrum tataricum (L.) Gaertn.";"164800"
"Fagus sylvatica L.";"165000"
"Falcaria vulgaris Bernh.";"165100"
"Fallopia aubertii (L. Henry) Holub";"165150"
"Fallopia convolvulus (L.) Á. Löve";"165200"
"Fallopia dumetorum (L.) Holub";"165300"
"Ferulago campestris (Besser) Grecescu";"165350"
"Festuca alpina Suter";"165700"
"Festuca altissima All.";"165800"
"Festuca amethystina L.";"165900"
"Festuca arundinacea Schreb.";"166100"
"Festuca gigantea (L.) Vill.";"167400"
"Festuca halleri aggr.";"167650"
"Filago gallica L.";"172400"
"Filago lutescens Jord.";"172600"
"Filago minima (Sm.) Pers.";"172700"
"Festuca heterophylla Lam.";"167900"
"Festuca norica (Hack.) K. Richt.";"168400"
"Festuca ovina aggr.";"168590"
"Festuca paniculata (L.) Schinz & Thell.";"169000"
"Festuca patzkei Markgr.-Dann.";"169050"
"Festuca pratensis Huds.";"169100"
"Festuca pulchella Schrad.";"169600"
"Festuca quadriflora Honck.";"170000"
"Festuca rubra aggr.";"170200"
"Festuca rupicaprina (Hack.) A. Kern.";"170400"
"Festuca spectabilis Bertol.";"170800"
"Festuca valesiaca aggr.";"171690"
"Festuca varia aggr.";"171800"
"Festuca violacea aggr.";"172100"
"Ficus carica L.";"172200"
"Filago arvensis L.";"172300"
"Filago pyramidata L.";"172800"
"Filago vulgaris Lam.";"172900"
"Filipendula ulmaria (L.) Maxim.";"173100"
"Filipendula vulgaris Moench";"173200"
"Fimbristylis annua (All.) Roem. & Schult.";"173300"
"Foeniculum vulgare Mill.";"173400"
"Forsythia ×intermedia Zabel";"173450"
"Forsythia suspensa (Thunb.) Vahl";"173440"
"Fourraea alpina (L.) Greuter & Burdet";"173500"
"Fragaria ×ananassa (Weston) Rozier";"173950"
"Fragaria moschata Duchesne";"173700"
"Fragaria vesca L.";"173800"
"Fragaria viridis Duchesne";"173900"
"Frangula alnus Mill.";"174000"
"Fraxinus excelsior L.";"174200"
"Fraxinus ornus L.";"174300"
"Fraxinus pennsylvanica Marshall";"174350"
"Fritillaria meleagris L.";"174400"
"Fritillaria orientalis Adams";"174450"
"Fritillaria tubaeformis Gren. & Godr.";"174500"
"Fumana ericoides (Cav.) Gand.";"174600"
"Fumana procumbens (Dunal) Gren. & Godr.";"174700"
"Fumaria capreolata L.";"174800"
"Fumaria densiflora DC.";"174840"
"Fumaria officinalis L.";"174900"
"Genista anglica L.";"181400"
"Fumaria schleicheri Soy.-Will.";"175300"
"Fumaria vaillantii Loisel.";"175400"
"Gagea fragifera (Vill.) Ehr. Bayer & G. López";"175620"
"Gagea lutea (L.) Ker Gawl.";"175700"
"Gagea minima (L.) Ker Gawl.";"175800"
"Gagea pratensis (Pers.) Dumort.";"175900"
"Gagea saxatilis (Mert. & W. D. J. Koch) Schult. & Schult. f.";"176000"
"Gagea villosa (M. Bieb.) Sweet";"176100"
"Galanthus elwesii Hook. f.";"176150"
"Galanthus nivalis L.";"176200"
"Galanthus woronowii Losinsk.";"176250"
"Galega officinalis L.";"176300"
"Galeopsis angustifolia Hoffm.";"176400"
"Galeopsis bifida Boenn.";"176500"
"Galeopsis ladanum L.";"176600"
"Galeopsis pubescens Besser";"176800"
"Galeopsis segetum Neck.";"176900"
"Galeopsis speciosa Mill.";"177000"
"Galeopsis tetrahit L.";"177100"
"Galinsoga parviflora Cav.";"177300"
