"name";"id_in_source"
"Koeleria phleoides (Vill.) Pers.";"223800"
"Koeleria pyramidata (Lam.) P. Beauv. (Gemeine Kammschmiele)";"223900"
"Koeleria pyramidata aggr.";"223905"
"Koeleria splendens C. Presl";"224000"
"Koeleria vallesiana (Honck.) Gaudin (Walliser Kammschmiele)";"224100"
"Koelreuteria paniculata";"1002480"
"Kolkwitzia amabilis";"1002481"
"Laburnum alpinum (Mill.) Bercht. & J. Presl (Alpen-Goldregen)";"224200"
"Laburnum alpinum aggr.";"1002482"
"Laburnum alschingeri";"1002483"
"Laburnum anagyroides Medik. (Gewöhnlicher Goldregen)";"224300"
"Lactuca chaixii";"1002486"
"Lactuca chondrilliflora";"1002489"
"Lactuca perennis aggr.";"1002484"
"Lactuca perennis L. (Blauer Lattich)";"224400"
"Lactuca quercina";"1002487"
"Lactuca quercina aggr.";"1002485"
"Lactuca ramosissima";"1002490"
"Lactuca saligna L. (Weiden-Lattich)";"224500"
"Lactuca sativa L. (Gartensalat, Kopfsalat, Salat)";"224600"
"Lactuca serriola L. (Wilder Lattich)";"224700"
"Lactuca tenerrima Pourr. (Zarter Lattich)";"224800"
"Lactuca viminea (L.) J. & C. Presl (Ruten-Lattich)";"224900"
"Lactuca viminea aggr.";"1002488"
"Lactuca virosa L. (Gift-Lattich)";"225000"
"Lagarosiphon major (Ridl.) Moss (Grosser Lagarosiphon)";"225100"
"Lagurus ovatus (Hasenschwanzgras)";"900158"
"Lamiastrum flavidum (F. Herm.) Ehrend.";"225200"
"Lamiastrum galeobdolon (L.) Ehrend. & Polatschek";"225300"
"Lamiastrum galeobdolon aggr.";"225305"
"Lamiastrum montanum (Pers.) Ehrend.";"225400"
"Lamium album L. (Weisse Taubnessel)";"225500"
"Lamium amplexicaule L. (Stengelumfassende Taubnessel)";"225600"
"Lamium argentatum";"1002492"
"Lamium flavidum F. Herm.";"225700"
"Lamium galeobdolon (L.) L. s.l.";"225750"
"Lamium galeobdolon (L.) L. s.str. (Echte Goldnessel)";"225800"
"Lamium galeobdolon (L.) L. subsp. flavidum (F. Herm.) Á. & D. Löve (Blassgelbe Goldnessel)";"225900"
"Lamium galeobdolon (L.) L. subsp. montanum (Pers.) Hayek (Berg-Goldnessel)";"226000"
"Lamium galeobdolon aggr.";"1002491"
"Lamium garganicum";"1002493"
"Lamium hybridum Vill. (Schlitzblättrige Taubnessel)";"226100"
"Lamium maculatum (L.) L. (Gefleckte Taubnessel)";"226200"
"Lamium montanum auct.";"226300"
"Lamium orvala L. (Grossblütige Taubnessel)";"226400"
"Lamium purpureum L. (Acker-Taubnessel)";"226500"
"Landoltia punctata";"1002494"
"Lappula deflexa (Wahlenb.) Garcke (Wald-Igelsame)";"226600"
"Lappula myosotis Moench";"226700"
"Lappula squarrosa (Retz.) Dumort. (Acker-Igelsame)";"226800"
"Lapsana communis aggr.";"1002495"
"Lapsana communis L. s.l.";"226900"
"Lapsana communis L. s.str. (Rainkohl)";"227000"
"Lapsana communis L. subsp. intermedia (M. Bieb.) Hayek (Mittlerer Rainkohl)";"227100"
"Larix decidua Mill. (Lärche)";"227200"
"Laser trilobum";"1002496"
"Laserpitium gallicum L. (Französisches Laserkraut)";"227300"
"Laserpitium gaudinii Moretti (Gaudins Laserkraut)";"227400"
"Laserpitium halleri Crantz (Hallers Laserkraut)";"227500"
"Laserpitium krapfii aggr.";"1002497"
"Laserpitium krapfii Crantz subsp. gaudinii (Moretti) Thell.";"227600"
"Laserpitium latifolium L. (Breitblättriges Laserkraut)";"227700"
"Laserpitium nitidum Zanted. (Glänzendes Laserkraut)";"227800"
"Laserpitium peucedanoides L. (Haarstrang-Laserkraut)";"227900"
"Laserpitium prutenicum L. (Preussisches Laserkraut)";"228000"
"Laserpitium siler L. (Berg-Laserkraut)";"228100"
"Lastrea dryopteris (L.) Bory";"228200"
"Lastrea oreopteris (Ehrh.) Desv.";"228300"
"Lastrea phegopteris (L.) Bory";"228400"
"Lastrea robertiana (Hoffm.) Newman";"228500"
"Lastrea thelypteris (L.) Bory";"228600"
"Lathraea clandestina";"1002498"
"Lathraea squamaria aggr.";"1002499"
"Lathraea squamaria L. (Schuppenwurz)";"228700"
"Lathraea tatrica";"1002500"
"Lathyrus angulatus L. (Kantige Platterbse)";"228800"
"Lathyrus annuus";"1002501"
"Lathyrus aphaca L. (Ranken-Platterbse)";"228900"
"Lathyrus asphodeloides";"1002508"
"Lathyrus bauhinii P. A. Genty (Schwertblättrige Platterbse)";"229000"
"Lathyrus cicera L. (Kicher-Platterbse)";"229100"
"Lathyrus collinus";"1002509"
"Lathyrus filiformis (fadenförmige Platterbse)";"1000095"
"Lathyrus filiformis aggr.";"1002502"
"Lathyrus gracilis (Gaudin) Ducommun";"229200"
"Lathyrus heterophyllus L. (Verschiedenblättrige Platterbse)";"229300"
"Lathyrus hirsutus L. (Behaartfrüchtige Platterbse)";"229400"
"Lathyrus inconspicuus";"1002514"
"Lathyrus laevigatus (Waldst. & Kit.) Gren. subsp. occidentalis (Fisch. & C. A. Mey.) Breistr.";"229500"
"Lathyrus latifolius L. (Breitblättrige Platterbse)";"229600"
"Lathyrus linifolius (Reichard) Bässler (Berg-Platterbse)";"229700"
"Lathyrus lusseri W. D. J. Koch";"229800"
"Lathyrus montanus Bernh.";"229900"
"Lathyrus niger (L.) Bernh. (Dunkle Platterbse)";"230000"
"Lathyrus nissolia L. (Gras-Platterbse)";"230100"
"Lathyrus occidentalis (Fisch. & C. A. Mey.) Fritsch (Gelbe Berg-Platterbse)";"230200"
"Lathyrus ochraceus";"1002504"
"Lathyrus ochraceus aggr.";"1002503"
"Lathyrus ochrus";"1002505"
"Lathyrus odoratus";"1002506"
"Lathyrus palustris L. (Sumpf-Platterbse)";"230300"
"Lathyrus pannonicus";"1002510"
"Lathyrus pannonicus aggr.";"1002507"
"Lathyrus pratensis aggr.";"1002512"
"Lathyrus pratensis L. (Wiesen-Platterbse)";"230400"
"Lathyrus sativus L. (Saat-Platterbse)";"230500"
"Lathyrus setifolius aggr.";"1002513"
"Lathyrus setifolius L. (Grasblättrige Platterbse)";"230600"
"Lathyrus sp.";"1003923"
"Lathyrus sphaericus Retz. (Kugelsamige Platterbse)";"230700"
"Lathyrus sylvestris aggr.";"1002515"
"Lathyrus sylvestris L. (Wald-Platterbse)";"230800"
"Lathyrus tuberosus L. (Knollige Platterbse)";"230900"
"Lathyrus varius";"1002511"
"Lathyrus velutinus auct.";"231000"
"Lathyrus venetus (Mill.) Wohlf. (Venezianische Platterbse)";"231100"
"Lathyrus vernus (L.) Bernh. s.l.";"231195"
"Lathyrus vernus (L.) Bernh. s.str. (Frühlings-Platterbse)";"231200"
"Lathyrus vernus (L.) Bernh. subsp. flaccidus Arcang.";"231300"
"Lathyrus vernus (L.) Bernh. subsp. gracilis (Gaudin) Arcang. (Zarte Platterbse)";"231400"
"Lathyrus vernus aggr.";"1002516"
"Laurus nobilis L. (Lorbeer)";"231500"
"Lavandula angustifolia Mill. (Lavendel)";"231600"
"Lavandula latifolia";"1002517"
"Lavandula spica L.";"231700"
"Lavatera maritima";"1002518"
"Lavatera thuringiaca";"1002519"
"Lavatera trimestris";"1002520"
"Ledum palustre";"1002521"
"Leersia oryzoides (L.) Sw. (Wilder Reis)";"231800"
"Legousia falcata";"1002522"
"Legousia hybrida (L.) Delarbre (Kleiner Venusspiegel)";"231900"
"Legousia scabra";"1002523"
"Legousia speculum-veneris (L.) Chaix (Gemeiner Venusspiegel)";"232000"
"Lembotropis nigricans (L.) Griseb.";"232100"
"Lemna aequinoctialis";"1002524"
"Lemna gibba L. (Bucklige Wasserlinse)";"232200"
"Lemna minor aggr.";"1002525"
"Lemna minor L. (Kleine Wasserlinse)";"232300"
"Lemna minuscula Herter";"232400"
"Lemna minuta Humb. & al. (Winzige Wasserlinse)";"232410"
"Lemna sp.";"1001065"
"Lemna trisulca L. (Dreifurchige Wasserlinse)";"232500"
"Lemna turionifera";"1002526"
"Lens culinaris aggr.";"1002527"
"Lens culinaris Medik. (Linse)";"232600"
"Lens nigricans";"1002528"
"Leontodon alpinus";"1002533"
"Leontodon autumnalis";"1003854"
"Leontodon autumnalis L. (Herbst-Löwenzahn)";"232700"
"Leontodon berinii";"1002530"
"Leontodon crispus Vill. (Krauser Löwenzahn)";"232800"
"Leontodon croceus";"1002539"
"Leontodon dubius";"1002534"
"Leontodon helveticus Mérat (Schweizerischer Löwenzahn)";"232900"
"Leontodon hirtus";"1002531"
"Leontodon hispidus aggr.";"1002532"
"Leontodon hispidus auct.";"232995"
"Leontodon hispidus L. s.l.";"233000"
"Leontodon hispidus L. s.str. (Gemeiner Löwenzahn)";"233100"
"Leontodon hispidus L. subsp. danubialis (Jacq.) Simonk. (Donau-Löwenzahn)";"233200"
"Leontodon hispidus L. subsp. hastilis (L.) Rchb.";"233300"
"Leontodon hispidus L. subsp. hyoseroides (Rchb.) Murr (Hainlattichblättriger Löwenzahn)";"233400"
"Leontodon hispidus L. subsp. opimus (W. D. J. Koch) Finch & P. D. Sell (Zweifelhafter Löwenzahn)";"233500"
"Leontodon hispidus L. subsp. pseudocrispus (Bisch.) Murr (Schutt-Löwenzahn)";"233600"
"Leontodon hyoseroides Rchb.";"233700"
"Leontodon hyoseroides sensu H. E. Hess & Landolt";"233705"
"Leontodon incanus (L.) Schrank s.l.";"233750"
"Leontodon incanus (L.) Schrank s.str. (Grauer Löwenzahn)";"233800"
"Leontodon incanus (L.) Schrank subsp. tenuiflorus (Gaudin) Schinz & R. Keller (Schmalblättriger Löwenzahn)";"233900"
"Leontodon incanus aggr.";"1002535"
"Leontodon montaniformis";"1002537"
"Leontodon montanus aggr.";"1002536"
"Leontodon montanus Lam. (Alpen-Löwenzahn)";"234000"
"Leontodon pratensis";"1002529"
"Leontodon pseudocrispus Sch. Bip.";"234100"
"Leontodon pyrenaicus aggr.";"1002538"
"Leontodon saxatilis Lam. (Hundslattich)";"234200"
"Leontodon sp.";"1003945"
"Leontodon taraxacoides (Vill.) Mérat";"234300"
"Leontodon tenuiflorus (Gaudin) Rchb.";"234400"
"Leontodon tuberosus L. (Knolliger Löwenzahn)";"234500"
"Leontopodium alpinum Cass. (Edelweiss)";"234600"
"Leonurus cardiaca aggr.";"1002540"
"Leonurus cardiaca L. (Herzheil, Löwenschwanz)";"234700"
"Leonurus intermedius";"1002541"
"Leonurus marrubiastrum L. (Falscher Andorn)";"234800"
"Leonurus quinquelobatus";"1002542"
"Lepidium campestre (L.) R. Br. (Feld-Kresse)";"234900"
"Lepidium campestre aggr.";"1002543"
"Lepidium densiflorum Schrad. (Dichtblütige Kresse)";"235000"
"Lepidium draba L.";"235100"
"Lepidium graminifolium L. (Grasblättrige Kresse)";"235200"
"Lepidium heterophyllum";"1002544"
"Lepidium hirtum";"1002545"
"Lepidium latifolium L. (Breitblättrige Kresse)";"235300"
"Lepidium neglectum Thell. (Übersehene Kresse)";"235400"
"Lepidium perfoliatum L. (Durchwachsenblättrige Kresse)";"235500"
"Lepidium ruderale L. (Schutt-Kresse)";"235600"
"Lepidium sativum L. (Garten-Kresse)";"235700"
"Lepidium sp.";"1004008"
"Lepidium villarsii";"1002546"
"Lepidium virginicum aggr.";"1002547"
"Lepidium virginicum L. (Virginische Kresse)";"235800"
"Lepturus cylindricus (zylindrischer Dünnschwanz)";"1000034"
"Leucanthemella serotina (L.) Tzvelev (Späte Margerite)";"235900"
"Leucanthemopsis alpina (L.) Heywood (Alpen-Margerite)";"236000"
"Leucanthemopsis alpina aggr.";"236050"
"Leucanthemopsis minima (Vill.) Marchi";"236100"
"Leucanthemum adustum (W. D. J. Koch) Gremli (Berg-Margerite)";"236200"
"Leucanthemum atratum";"1002549"
"Leucanthemum atratum aggr.";"1002548"
"Leucanthemum burnatii";"1002554"
"Leucanthemum ceratophylloides";"1002550"
"Leucanthemum coronopifolium Vill. (Krähenfussblättrige Margerite)";"236300"
"Leucanthemum cuneifolium";"1002555"
"Leucanthemum discoideum";"1002553"
"Leucanthemum gaudinii Dalla Torre";"236400"
"Leucanthemum halleri (Vitman) Ducommun (Schwarzrandige Margerite)";"236500"
"Leucanthemum heterophyllum (Willd.) DC. (Verschiedenblättrige Margerite)";"236600"
"Leucanthemum lithopolitanicum";"1002551"
"Leucanthemum margaritae";"1002556"
"Leucanthemum maximum";"1002557"
"Leucanthemum pallens";"1002558"
"Leucanthemum platylepis";"1002552"
"Leucanthemum praecox (Horvatic) Horvatic";"236700"
"Leucanthemum sp.";"1001066"
"Leucanthemum subglaucum";"1002559"
"Leucanthemum superbum";"1002560"
"Leucanthemum vulgare aggr. auct. helv.";"236905"
"Leucanthemum vulgare aggr. sensu Aeschimann & Burdet (Gemeine Margerite, Margerite)";"236900"
"Leucanthemum vulgare Lam.";"236800"
"Leucojum aestivum L. (Spätblühende Knotenblume)";"237000"
"Leucojum fabrei";"1002562"
"Leucojum nicaeense";"1002563"
"Leucojum nicaeense aggr.";"1002561"
"Leucojum vernum L. (Frühlings-Knotenblume, Grosses Schneeglöckchen, Märzenglöckchen)";"237100"
"Leucorchis albida (L.) E. Mey.";"237200"
"Leuzea conifera (L.) DC. (Zapfenkopf)";"237300"
"Levisticum officinale W. D. J. Koch (Liebstöckel, Stockkraut)";"237400"
"Ligularia sibirica";"1002564"
"Ligusticum ferulaceum All. (Asantblättriger Liebstock)";"237500"
"Ligusticum lucidum Mill. (Séguiers Liebstock)";"237600"
"Ligusticum lucidum Mill. subsp. seguieri auct.";"237700"
"Ligusticum mutellina (L.) Crantz (Alpen-Liebstock, Alpen-Mutterwurz, Muttern)";"237800"
"Ligusticum mutellinoides Vill. (Zwerg-Mutterwurz)";"237900"
"Ligusticum seguieri auct.";"238000"
"Ligustrum ibota";"1002565"
"Ligustrum lucidum W. T. Aiton";"238050"
"Ligustrum ovalifolium";"1002566"
"Ligustrum sinense";"1002567"
"Ligustrum vulgare L. (Liguster, Rainweide)";"238100"
"Lilium bulbiferum aggr.";"1002568"
"Lilium bulbiferum L. s.l.";"238195"
"Lilium bulbiferum L. s.str. (Bulbillentragende Feuerlilie)";"238200"
"Lilium bulbiferum L. subsp. croceum (Chaix) Baker (Safranfarbene Feuerlilie)";"238300"
"Lilium candidum";"1002569"
"Lilium carniolicum";"1002570"
"Lilium croceum Chaix";"238400"
"Lilium martagon L. (Türkenbund)";"238500"
"Lilium pomponium";"1002571"
"Limodorum abortivum (L.) Sw. (Dingel)";"238600"
"Limosella aquatica L. (Schlammkraut)";"238700"
"Linaria alpina (L.) Mill. s.l.";"238800"
"Linaria alpina (L.) Mill. s.str. (Alpen-Leinkraut)";"238900"
"Linaria alpina (L.) Mill. subsp. petraea (Jord.) Rouy (Stein-Leinkraut)";"239000"
"Linaria alpina aggr.";"1002572"
"Linaria angustissima (Loisel.) Re (Italienisches Leinkraut)";"239100"
"Linaria arvensis (L.) Desf. (Acker-Leinkraut)";"239200"
"Linaria chalepensis";"1002573"
"Linaria cymbalaria (L.) Mill.";"239300"
"Linaria dalmatica (L.) Mill.";"239350"
"Linaria elatine (L.) Mill.";"239400"
"Linaria genistifolia (L.) Mill. s.l.";"239500"
"Linaria genistifolia (L.) Mill. s.str. (Ginsterblättriges Leinkraut)";"239550"
"Linaria genistifolia (L.) Mill. subsp. dalmatica (L.) Maire & Petitm.";"239560"
"Linaria genistifolia aggr.";"1002574"
"Linaria minor (L.) Desf.";"239600"
"Linaria pelisseriana (Pelliciers Leinkraut)";"1000126"
"Linaria petraea Jord.";"239700"
"Linaria purpurea (L.) Mill.";"1001144"
"Linaria repens (L.) Mill. (Gestreiftes Leinkraut)";"239800"
"Linaria simplex (Willd.) DC. (Einfaches Leinkraut)";"239900"
"Linaria spuria (L.) Mill.";"240000"
"Linaria supina (L.) Chaz. (Niederliegendes Leinkraut)";"240100"
"Linaria tonzigii Lona (Tonzigs Leinkraut)";"240200"
"Linaria vulgaris aggr.";"1002575"
"Linaria vulgaris Mill. (Gemeines Leinkraut)";"240300"
"Lindernia anagallidea";"1002577"
"Lindernia dubia (L.) Pennell";"1001145"
"Lindernia dubia aggr.";"1002576"
"Lindernia procumbens (Krock.) Borbás (Büchsenkraut)";"240400"
"Lindernia pyxidaria auct.";"240500"
"Linnaea borealis L. (Moosglöckchen)";"240600"
"Linum alpinum Jacq. (Alpen-Lein)";"240700"
"Linum angustifolium Huds.";"240800"
"Linum appressum";"1002578"
"Linum austriacum L. (Österreichischer Lein)";"240900"
"Linum bienne Mill. (Wild-Lein)";"241000"
"Linum campanulatum";"1002579"
"Linum catharticum aggr.";"1002580"
"Linum catharticum L. (Purgier-Lein)";"241100"
"Linum collinum";"1002587"
"Linum corymbulosum";"1002591"
"Linum flavum";"1002582"
"Linum gallicum L.";"241200"
"Linum hirsutum";"1002583"
"Linum leonii";"1002588"
"Linum maritimum";"1002584"
"Linum montanum";"1002589"
"Linum narbonense L. (Südfranzösischer Lein)";"241300"
"Linum nodiflorum";"1002585"
"Linum perenne aggr.";"1002586"
"Linum perenne L. subsp. alpinum (Jacq.) Ockendon";"241400"
"Linum strictum";"1002592"
"Linum strictum aggr.";"1002590"
"Linum suecicum";"1002581"
"Linum tenuifolium L. (Feinblättriger Lein)";"241500"
"Linum trigynum L. (Franzosen-Leinkraut)";"241600"
"Linum usitatissimum aggr.";"1002593"
"Linum usitatissimum L. (Flachs, Saat-Lein)";"241700"
"Linum viscosum";"1002594"
"Liparis loeselii (L.) Rich. (Zwiebelorchis)";"241800"
"Liriodendron tulipifera (Tulpenbaum)";"1000062"
"Listera cordata (L.) R. Br. (Kleines Zweiblatt)";"241900"
"Listera ovata (L.) R. Br. (Grosses Zweiblatt)";"242000"
"Lithodora fruticosa";"1002595"
"Lithospermum arvense L.";"242100"
"Lithospermum officinale L. (Gebräuchlicher Steinsame)";"242200"
"Lithospermum purpurocaeruleum L.";"242300"
"Littorella uniflora (L.) Asch. (Strandling)";"242400"
"Lloydia serotina (L.) Rchb. (Faltenlilie)";"242500"
"Lobelia erinus L.";"242550"
"Lobularia maritima (L.) Desv.";"242560"
"Loiseleuria procumbens (L.) Desv. (Alpenazalee)";"242600"
"Lolium multiflorum Lam. (Italienisches Raigras)";"242700"
"Lolium perenne L. (Englisches Raigras)";"242800"
"Lolium remotum Schrank (Flachs-Lolch)";"242900"
"Lolium rigidum Gaudin (Steifer Lolch)";"243000"
"Lolium temulentum L. (Taumel-Lolch)";"243100"
"Lomatogonium carinthiacum (Wulfen) Rchb. (Saumnarbe)";"243200"
"Lomelosia graminifolia (L.) Greuter & Burdet (Grasblättrige Skabiose)";"243300"
"Lomelosia simplex";"1002597"
"Lomelosia stellata";"1002598"
"Lomelosia stellata aggr.";"1002596"
"Lonicera alpigena L. (Alpen-Heckenkirsche)";"243400"
"Lonicera caerulea aggr.";"1002599"
"Lonicera caerulea L. (Blaue Heckenkirsche)";"243500"
"Lonicera caprifolium L. (Garten-Geissblatt, Jelängerjelieber)";"243600"
"Lonicera etrusca Santi (Toskanisches Geissblatt)";"243700"
"Lonicera henryi Hemsl.";"243750"
"Lonicera implexa";"1002601"
"Lonicera japonica Thunb. (Japanisches Geissblatt)";"243800"
"Lonicera nigra L. (Schwarze Heckenkirsche)";"243900"
"Lonicera nitida E. H. Wilson";"243950"
"Lonicera pallasii";"1002600"
"Lonicera periclymenum L. (Wald-Geissblatt)";"244000"
"Lonicera pileata Oliv.";"244050"
"Lonicera sp.";"1001024"
"Lonicera tatarica L. (Tataren-Heckenkirsche)";"244100"
"Lonicera xylosteum L. (Beinholz, Rote Heckenkirsche)";"244200"
"Loranthus europaeus";"1000049"
"Lotus alpinus (DC.) Ramond (Alpen-Hornklee)";"244300"
"Lotus angustissimus";"1002602"
"Lotus corniculatus aggr.";"244410"
"Lotus corniculatus L. (Hornklee, Wiesen-Hornklee)";"244400"
"Lotus corniculatus L. subsp. hirsutus (W. D. J. Koch) Rothm.";"244500"
"Lotus delortii auct. helv.";"244600"
"Lotus glaber Mill.";"244700"
"Lotus longisiliquosus";"1002603"
"Lotus maritimus aggr.";"1002604"
"Lotus maritimus L. (Spargelerbse)";"244800"
"Lotus ornithopodioides";"1002606"
"Lotus pedunculatus Cav. (Sumpf-Hornklee)";"244900"
"Lotus pilosus auct. helv.";"245000"
"Lotus purpureus";"1002605"
"Lotus sp.";"1001208"
"Lotus tenuis Willd. (Schmalblättriger Hornklee)";"245100"
"Lotus uliginosus Schkuhr";"245200"
"Ludwigia grandiflora (Grossblütiges Heusenkraut)";"1001185"
"Ludwigia palustris (L.) Elliott (Heusenkraut)";"245300"
"Lunaria annua aggr.";"1002607"
"Lunaria annua L. (Garten-Mondviole, Silberling)";"245400"
"Lunaria pachyrhiza";"1002608"
"Lunaria rediviva L. (Wilde Mondviole)";"245500"
"Lupinus albus L. (Weisse Lupine)";"245600"
"Lupinus angustifolius aggr.";"1002609"
"Lupinus angustifolius L. (Schmalblättrige Lupine)";"245700"
"Lupinus luteus";"1002611"
"Lupinus perennis";"1002612"
"Lupinus polyphyllus Lindl. (Vielblättrige Lupine)";"245800"
"Lupinus reticulatus";"1002610"
"Luronium natans";"1002613"
"Luzula alpina Hoppe (Alpen-Hainsimse)";"245900"
"Luzula alpinopilosa (Chaix) Breistr. (Braune Hainsimse)";"246000"
"Luzula alpinopilosa aggr.";"1002614"
"Luzula campestris (L.) DC. (Gemeine Hainsimse)";"246100"
"Luzula campestris aggr.";"1002616"
"Luzula candollei";"1002615"
"Luzula congesta";"1002617"
"Luzula desvauxii Kunth (Desvaux&#39; Hainsimse)";"246200"
"Luzula divulgata";"1002618"
"Luzula divulgatiformis";"1002619"
"Luzula exspectata";"1002620"
"Luzula flavescens (Host) Gaudin";"246300"
"Luzula forsteri (Sm.) DC. (Forsters Hainsimse)";"246400"
"Luzula glabrata (Hoppe) Desv. (Kahle Hainsimse)";"246500"
"Luzula lutea (All.) DC. (Gelbe Hainsimse)";"246600"
"Luzula luzulina (Vill.) Dalla Torre & Sarnth. (Gelbliche Hainsimse)";"246700"
"Luzula luzuloides (Lam.) Dandy & Wilmott s.l.";"246800"
"Luzula luzuloides (Lam.) Dandy & Wilmott s.str. (Weissliche Hainsimse)";"246900"
"Luzula luzuloides (Lam.) Dandy & Wilmott subsp. cuprina (Asch. & Graebn.) Chrtek & Krisa";"247000"
"Luzula luzuloides (Lam.) Dandy & Wilmott subsp. rubella (Mert. & W. D. J. Koch) Holub (Kupferfarbene Hainsimse)";"247050"
"Luzula luzuloides aggr.";"1002622"
"Luzula multiflora (Ehrh.) Lej. (Vielblütige Hainsimse)";"247100"
"Luzula nemorosa auct. helv.";"247200"
"Luzula nivea (L.) DC. (Schneeweisse Hainsimse)";"247300"
"Luzula nutans (Vill.) Duval-Jouve (Nickende Hainsimse)";"247400"
"Luzula pallidula";"1002621"
"Luzula pedemontana (Piemonteser Hainsimse)";"1000044"
"Luzula pilosa (L.) Willd. (Behaarte Hainsimse)";"247500"
"Luzula sieberi Tausch (Siebers Hainsimse)";"247600"
"Luzula sp.";"1001212"
"Luzula spadicea (All.) DC.";"247700"
"Luzula spicata (L.) DC. s.l.";"247800"
"Luzula spicata (L.) DC. s.str. (Ährige Hainsimse)";"247900"
"Luzula spicata (L.) DC. subsp. mutabilis Chrtek & Krísa (Veränderliche Hainsimse)";"248000"
"Luzula sudetica (Willd.) Schult. (Sudeten-Hainsimse)";"248100"
"Luzula sudetica aggr.";"248200"
"Luzula sylvatica (Huds.) Gaudin (Grosse Hainsimse, Wald-Hainsimse)";"248300"
"Luzula sylvatica aggr.";"248400"
"Lychnis alpina L.";"248500"
"Lychnis coronaria (L.) Desr.";"248600"
"Lychnis flos-cuculi L.";"248700"
"Lychnis flos-jovis (L.) Desr.";"248800"
"Lychnis viscaria L.";"248900"
"Lycium barbarum aggr.";"1002623"
"Lycium barbarum L. (Bocksdorn)";"249000"
"Lycium chinense Mill. (Chinesischer Bocksdorn)";"249100"
"Lycium europaeum";"1002624"
"Lycium halimifolium Mill.";"249200"
"Lycopersicon esculentum Mill. (Tomate)";"249300"
"Lycopodiella inundata (L.) Holub (Moorbärlapp)";"249400"
"Lycopodium alpinum L.";"249500"
"Lycopodium anceps Wallr.";"249600"
"Lycopodium annotinum aggr.";"249705"
"Lycopodium annotinum L. (Berg-Bärlapp)";"249700"
"Lycopodium chamaecyparissus Mutel";"249800"
"Lycopodium clavatum aggr.";"1002625"
"Lycopodium clavatum L. s.l.";"249900"
"Lycopodium clavatum L. s.str. (Keulenförmiger Bärlapp)";"249950"
"Lycopodium clavatum L. subsp. monostachyon (Grev. & Hook.) Selander (Schneehuhn-Bärlapp)";"250000"
"Lycopodium complanatum L.";"250100"
"Lycopodium dubium auct. helv.";"250200"
"Lycopodium inundatum L.";"250300"
"Lycopodium issleri (Rouy) Domin";"250400"
"Lycopodium lagopus (Laest.) Kuzen.";"250500"
"Lycopodium selago L.";"250600"
"Lycopodium tristachyum Pursh";"250700"
"Lycopodium x zeilleri (Rouy) Greuter & Burdet";"250800"
"Lycopus europaeus L. s.l.";"250900"
"Lycopus europaeus L. s.str. (Europäischer Wolfsfuss, Wolfsfuss)";"251000"
"Lycopus europaeus L. subsp. mollis (A. Kern.) Murr (Weichhaariger Wolfsfuss)";"251100"
"Lycopus exaltatus L. f. (Hoher Wolfsfuss)";"251200"
"Lycopus mollis A. Kern.";"251300"
"Lysichiton americanus (Amerikanischer Stinktierkohl)";"1001186"
"Lysimachia nemorum L. (Wald-Lysimachie)";"251400"
"Lysimachia nummularia L. (Pfennigkraut)";"251500"
"Lysimachia punctata L. (Getüpfelter Gilbweiderich)";"251600"
"Lysimachia sp.";"1003924"
"Lysimachia thyrsiflora L. (Strauss-Gilbweiderich)";"251700"
"Lysimachia vulgaris L. (Gewöhnlicher Gilbweiderich)";"251800"
"Lythrum borysthenicum";"1002630"
"Lythrum hyssopifolia aggr.";"1002626"
"Lythrum hyssopifolia L. (Ysop-Weiderich)";"251900"
"Lythrum portula (L.) D. A. Webb (Sumpfquendel, Sumpfweiderich)";"252000"
"Lythrum portula aggr.";"1002629"
"Lythrum salicaria L. (Blut-Weiderich)";"252100"
"Lythrum sp.";"1001207"
"Lythrum thymifolia";"1002627"
"Lythrum tribracteatum";"1002628"
"Lythrum virgatum L. (Ruten-Weiderich)";"252200"
"Macleya cordata";"1002631"
"Mahonia aquifolium (Pursh) Nutt. (Mahonie)";"252300"
"Maianthemum bifolium (L.) F. W. Schmidt (Schattenblume)";"252400"
"Majorana hortensis Moench";"252500"
"Malaxis monophyllos (L.) Sw. (Einblatt, Einblättrige Weichorchis)";"252600"
"Malaxis paludosa (L.) Sw.";"252700"
"Malcolmia africana";"1002632"
"Malus dasyphylla";"1002634"
"Malus domestica Borkh. (Kultur-Apfelbaum)";"252800"
"Malus prunifolia";"1002633"
"Malus sp.";"1003925"
"Malus sylvestris (L.) Mill. (Holzapfel)";"252900"
"Malus sylvestris aggr.";"253000"
"Malva alcea L. (Sigmarswurz)";"253100"
"Malva crispa (L.) L.";"253200"
"Malva mauritiana";"1002638"
"Malva moschata L. (Bisam-Malve)";"253300"
"Malva neglecta Wallr. (Käslikraut, Kleine Malve)";"253400"
"Malva nicaeensis";"1002639"
"Malva parviflora";"1002636"
"Malva parviflora aggr.";"1002635"
"Malva pusilla (kleine Malve)";"1000101"
"Malva sp.";"1004010"
"Malva sylvestris aggr.";"1002637"
"Malva sylvestris L. (Wilde Malve)";"253500"
"Malva verticillata L. (Krause Malve)";"253600"
"Malva verticillata L. subsp. crispa L.";"253700"
"Mandragora officinarum";"1002640"
"Marrubium peregrinum";"1002641"
"Marrubium vulgare L. (Andorn)";"253800"
"Marsilea quadrifolia L. (Kleefarn)";"253900"
"Matricaria chamomilla L. (Echte Kamille)";"254000"
