"name";"id_in_source"
"Carex pediformis";"1001739"
"Carex pendula Huds. (Überhängende Segge)";"92300"
"Carex pilosa Scop. (Gewimperte Segge)";"92400"
"Carex pilulifera L. (Pillentragende Segge)";"92500"
"Carex praecox Schreb. s.l.";"92600"
"Carex praecox Schreb. s.str. (Frühzeitige Segge)";"92700"
"Carex praecox Schreb. subsp. intermedia (Celak.) W. Schultze-Motel (Gekrümmte Segge)";"92800"
"Carex pseudocyperus L. (Cypergras-Segge)";"92900"
"Carex pulchella (Lönnrot) Lindm.";"93000"
"Carex pulicaris L. (Floh-Segge)";"93100"
"Carex punctata Gaudin (Punktierte Segge)";"93200"
"Carex pusteriana";"1001736"
"Carex randalpina B. Walln.";"93250"
"Carex remota L. (Lockerährige Segge)";"93300"
"Carex repens Bellardi (Kriechende Segge)";"93400"
"Carex riparia Curtis (Ufer-Segge)";"93500"
"Carex rosae (Gilomen) H. E. Hess & Landolt";"93600"
"Carex rostrata Stokes (Schnabel-Segge)";"93700"
"Carex rupestris All. (Felsen-Segge)";"93800"
"Carex sempervirens Vill. (Horst-Segge)";"93900"
"Carex serotina Mérat";"94000"
"Carex serotina Mérat subsp. pulchella (Lönnrot) Ooststr.";"94100"
"Carex serrulata";"1001723"
"Carex sp.";"1001046"
"Carex spicata Huds. (Gedrängtährige Segge)";"94200"
"Carex stellulata Gooden.";"94300"
"Carex stenophylla Wahlenb. (Schmalblättrige Segge)";"94400"
"Carex strigosa Huds. (Dünnährige Segge)";"94500"
"Carex supina Wahlenb. (Steppenrasen-Segge)";"94600"
"Carex sylvatica Huds. (Wald-Segge)";"94700"
"Carex tendae";"1001720"
"Carex tomentosa L. (Filzfrüchtige Segge)";"94800"
"Carex transsilvanica";"1001740"
"Carex tumidicarpa Andersson";"94900"
"Carex umbrosa Host (Langblättrige Segge)";"95000"
"Carex vaginata Tausch (Scheiden-Segge)";"95100"
"Carex verna Chaix";"95200"
"Carex vesicaria aggr.";"1001741"
"Carex vesicaria L. (Blasen-Segge)";"95300"
"Carex viridula Michx. (Oeders Segge)";"95400"
"Carex vitilis";"1001714"
"Carex vulpina aggr.";"1001742"
"Carex vulpina L. (Fuchsfarbene Segge)";"95500"
"Carex vulpinoidea Michx. (Fuchsseggenähnliche Segge)";"95600"
"Carlina acanthifolia All. (Akanthusblättrige Eberwurz)";"95700"
"Carlina acaulis L. s.l.";"95800"
"Carlina acaulis L. s.str. (Silberdistel, Stengellose Eberwurz)";"95900"
"Carlina acaulis L. subsp. caulescens (Lam.) Schübl. & G. Martens (Einfache Eberwurz)";"96000"
"Carlina acaulis L. subsp. simplex (Waldst. & Kit.) Nyman";"96100"
"Carlina biebersteinii Hornem. s.l.";"96150"
"Carlina biebersteinii Hornem. s.str. (Aufrechte Eberwurz)";"96200"
"Carlina biebersteinii Hornem. subsp. brevibracteata (Andrae) K. Werner";"96250"
"Carlina corymbosa";"1001743"
"Carlina intermedia Schur";"96270"
"Carlina lanata";"1001744"
"Carlina simplex Waldst. & Kit.";"96300"
"Carlina stricta (Rouy) Fritsch";"96400"
"Carlina vulgaris aggr.";"96600"
"Carlina vulgaris L. (Gemeine Eberwurz, Golddistel)";"96500"
"Carlina vulgaris L. subsp. longifolia Nyman";"96700"
"Carpesium abrotanoides";"1001745"
"Carpesium cernuum L. (Kragenblume)";"96800"
"Carpinus betulus L. (Hagebuche, Weissbuche)";"96900"
"Carthamus lanatus L. (Saflor)";"97000"
"Carthamus tinctorius (Färbersaflor)";"1000144"
"Carum carvi L. (Kümmel, Wiesenkümmel)";"97100"
"Carum verticillatum (quirlblättriger Kümmel)";"1000117"
"Caryopteris incana";"1001746"
"Cassia obtusifolia";"1001747"
"Castanea sativa Mill. (Edelkastanie)";"97200"
"Catabrosa aquatica (L.) P. Beauv. (Quellgras)";"97300"
"Catalpa bignonioides";"1001748"
"Catalpa speciosa";"1001749"
"Catananche caerulea L. (Blaue Rasselblume)";"97400"
"Catapodium rigidum (L.) C. E. Hubb. (Steifgras)";"97500"
"Caucalis lappula Grande";"97600"
"Caucalis platycarpos L. (Möhren-Haftdolde)";"97700"
"Cedrus atlantica";"1001750"
"Cedrus sp.";"1003908"
"Celtis australis L. (Zürgelbaum)";"97800"
"Celtis occidentalis";"1001751"
"Centaurea aemilii";"1001760"
"Centaurea alba auct.";"97900"
"Centaurea alpestris Hegetschw.";"98000"
"Centaurea alpina L. (Südliche Flockenblume)";"98100"
"Centaurea angustifolia Schrank";"98200"
"Centaurea aspera (rauhe Flockenblume)";"1000143"
"Centaurea badensis";"1001774"
"Centaurea balbisiana";"1001761"
"Centaurea bracteata Scop.";"98300"
"Centaurea bugellensis";"1001777"
"Centaurea calcitrapa L. (Fussangel-Flockenblume)";"98400"
"Centaurea collina (Hügelflockenblume)";"1000142"
"Centaurea cyanus L. (Kornblume)";"98500"
"Centaurea decipiens";"1001753"
"Centaurea dichroantha";"1001771"
"Centaurea diffusa Lam. (Sparrige Flockenblume)";"98600"
"Centaurea dubia Suter";"98700"
"Centaurea ferdinandii";"1001778"
"Centaurea fritschii";"1001775"
"Centaurea jacea aggr.";"1001752"
"Centaurea jacea L. s.l.";"98750"
"Centaurea jacea L. s.str. (Gemeine Flockenblume)";"98800"
"Centaurea jacea L. subsp. angustifolia Gremli (Schmalblättrige Flockenblume)";"98900"
"Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli (Hellschuppige Flockenblume)";"99000"
"Centaurea jordaniana";"1001762"
"Centaurea jordaniana aggr.";"1001759"
"Centaurea julica";"1001754"
"Centaurea leucophaea";"1001766"
"Centaurea ligustica";"1001764"
"Centaurea macroptilon";"1001755"
"Centaurea maculosa auct. helv.";"99050"
"Centaurea maculosa Lam.";"99100"
"Centaurea montana aggr.";"1001765"
"Centaurea montana L. (Berg-Flockenblume)";"99200"
"Centaurea nemoralis Jord. (Schwarze Flockenblume)";"99300"
"Centaurea nervosa Willd. (Federige Flockenblume)";"99400"
"Centaurea nigra L. subsp. nemoralis (Jord.) Gremli";"99500"
"Centaurea nigrescens";"1003850"
"Centaurea nigrescens Willd. (Ennetbirgische Flockenblume)";"99600"
"Centaurea paniculata aggr.";"99705"
"Centaurea paniculata L. (Rispige Flockenblume)";"99700"
"Centaurea pectinata";"1001767"
"Centaurea phrygia aggr.";"1001768"
"Centaurea pseudophrygia C. A. Mey. (Perücken-Flockenblume)";"99800"
"Centaurea rhaetica Moritzi (Rätische Flockenblume)";"99900"
"Centaurea rupestris";"1001772"
"Centaurea rupestris aggr.";"1001770"
"Centaurea scabiosa aggr.";"1001773"
"Centaurea scabiosa L. s.l.";"99995"
"Centaurea scabiosa L. s.str. (Skabiosen-Flockenblume)";"100000"
"Centaurea scabiosa L. subsp. alpestris (Hegetschw.) Nyman (Alpen-Flockenblume)";"100100"
"Centaurea scabiosa L. subsp. grinensis (Reut.) Nyman (Zartblättrige Flockenblume)";"100200"
"Centaurea scabiosa L. subsp. tenuifolia (Gaudin) Hayek";"100300"
"Centaurea seusana Chaix";"100400"
"Centaurea solstitialis L. (Sonnenwend-Flockenblume)";"100500"
"Centaurea splendens L. (Glänzende Flockenblume)";"100600"
"Centaurea stenolepis";"1001769"
"Centaurea stoebe auct. helv.";"100660"
"Centaurea stoebe L. (Rheinische Flockenblume)";"100650"
"Centaurea stoebe sensu Aeschimann & Burdet";"100700"
"Centaurea subjacea";"1001756"
"Centaurea tenuifolia auct.";"100800"
"Centaurea thuillieri";"1001757"
"Centaurea triumfettii All. (Trionfettis Flockenblume)";"100900"
"Centaurea uniflora aggr.";"1001776"
"Centaurea uniflora Turra (Einköpfige Flockenblume)";"101000"
"Centaurea valesiaca (DC.) Jord.";"101100"
"Centaurea verguinii";"1001763"
"Centaurea vochinensis";"1001758"
"Centaurium erythraea aggr.";"1001779"
"Centaurium erythraea Rafn (Gemeines Tausendgüldenkraut)";"101200"
"Centaurium favargeri";"1001780"
"Centaurium pulchellum (Sw.) Druce (Kleines Tausendgüldenkraut)";"101300"
"Centaurium sp.";"1001047"
"Centaurium spicatum";"1001782"
"Centaurium uliginosum";"1001781"
"Centaurium umbellatum auct.";"101400"
"Centranthus angustifolius (Mill.) DC. (Schmalblättrige Spornblume)";"101500"
"Centranthus calcitrapae";"1001783"
"Centranthus lecoqii";"1001785"
"Centranthus ruber (L.) DC. (Rote Spornblume)";"101600"
"Centranthus ruber aggr.";"1001784"
"Centunculus minimus L.";"101700"
"Cephalanthera damasonium (Mill.) Druce (Weissliches Waldvögelein)";"101800"
"Cephalanthera longifolia (L.) Fritsch (Langblättriges Waldvögelein)";"101900"
"Cephalanthera rubra (L.) Rich. (Rotes Waldvögelein)";"102000"
"Cephalanthera sp.";"1001203"
"Cephalaria alpina (L.) Roem. & Schult. (Alpen-Schuppenkopf)";"102100"
"Cephalaria leucantha";"1001786"
"Cephalaria transsylvanica";"1001787"
"Cerastium alpinum aggr.";"1001788"
"Cerastium alpinum L. (Alpen-Hornkraut)";"102300"
"Cerastium alpinum L. s.l.";"102200"
"Cerastium alpinum L. subsp. lanatum (Lam.) Ces.";"102400"
"Cerastium anomalum Willd.";"102500"
"Cerastium arvense aggr.";"1001789"
"Cerastium arvense L. s.l.";"102595"
"Cerastium arvense L. s.str. (Acker-Hornkraut)";"102600"
"Cerastium arvense L. subsp. strictum (W. D. J. Koch) Schinz & R. Keller (Aufrechtes Hornkraut)";"102700"
"Cerastium arvense L. subsp. suffruticosum (L.) Ces. (Halbstrauchiges Hornkraut)";"102800"
"Cerastium austroalpinum Kunz (Südalpines Hornkraut)";"102900"
"Cerastium brachypetalum Pers. s.l.";"102950"
"Cerastium brachypetalum Pers. s.str. (Kleinblütiges Hornkraut)";"103000"
"Cerastium brachypetalum Pers. subsp. tenoreanum (Ser.) Soó (Tenores Hornkraut)";"103100"
"Cerastium caespitosum Gilib.";"103200"
"Cerastium carinthiacum Vest subsp. austroalpinum (Kunz) Janch.";"103300"
"Cerastium cerastoides (L.) Britton (Dreigriffliges Hornkraut)";"103400"
"Cerastium dubium (Bastard) Guépin (Klebriges Hornkraut)";"103500"
"Cerastium fontanum aggr.";"1001791"
"Cerastium fontanum Baumg. s.l.";"103595"
"Cerastium fontanum Baumg. s.str. (Gewöhnliches Hornkraut)";"103600"
"Cerastium fontanum Baumg. subsp. lucorum (Schur) Soó (Grossfrüchtiges Hornkraut)";"103700"
"Cerastium fontanum Baumg. subsp. vulgare (Hartm.) Greuter & Burdet (Gemeines Hornkraut)";"103800"
"Cerastium glomeratum Thuill. (Knäuelblütiges Hornkraut)";"103900"
"Cerastium glutinosum Fr. (Blasses Hornkraut)";"104000"
"Cerastium holosteoides Fr.";"104100"
"Cerastium julicum";"1001790"
"Cerastium latifolium aggr.";"1001792"
"Cerastium latifolium L. (Breitblättriges Hornkraut)";"104200"
"Cerastium ligusticum Viv. (Ligurisches Hornkraut)";"104300"
"Cerastium lineare All. (Grajisches Hornkraut)";"104400"
"Cerastium macrocarpum auct.";"104500"
"Cerastium molle";"1003844"
"Cerastium pedunculatum Gaudin (Langstieliges Hornkraut)";"104600"
"Cerastium pumilum aggr.";"104750"
"Cerastium pumilum Curtis (Niedriges Hornkraut)";"104700"
"Cerastium semidecandrum aggr.";"1001793"
"Cerastium semidecandrum L. (Sand-Hornkraut)";"104800"
"Cerastium strictum Haenke";"104900"
"Cerastium subtriflorum";"1001794"
"Cerastium suffruticosum L.";"105000"
"Cerastium sylvaticum";"1001795"
"Cerastium tenoreanum Ser.";"105100"
"Cerastium tomentosum L. (Filziges Hornkraut)";"105200"
"Cerastium trigynum Vill.";"105300"
"Cerastium uniflorum Clairv. (Einblütiges Hornkraut)";"105400"
"Ceratocapnos claviculata";"1001796"
"Ceratophyllum demersum L. (Rauhes Hornblatt)";"105500"
"Ceratophyllum sp.";"1001048"
"Ceratophyllum submersum L. (Glattes Hornblatt)";"105600"
"Ceratostigma plumbaginoides";"1001797"
"Cercis siliquastrum L.";"105650"
"Cerinthe auriculata";"1001799"
"Cerinthe glabra Mill. (Alpen-Wachsblume)";"105700"
"Cerinthe major L. (Grosse Wachsblume)";"105800"
"Cerinthe minor aggr.";"1001798"
"Cerinthe minor L. (Kleine Wachsblume)";"105900"
"Ceterach javorkeanum";"1001801"
"Ceterach officinarum aggr.";"1001800"
"Ceterach officinarum Willd. (Schriftfarn)";"106000"
"Chaenomeles japonica (Japanische Zierquitte)";"1001183"
"Chaenorrhinum litorale";"1001803"
"Chaenorrhinum minus (L.) Lange (Kleines Leinkraut)";"106100"
"Chaenorrhinum minus aggr.";"1001802"
"Chaenorrhinum origanifolium";"1001805"
"Chaenorrhinum rubrifolium";"1001804"
"Chaerophyllum aromaticum";"1001806"
"Chaerophyllum aureum L. (Gelbfrüchtiger Kälberkropf)";"106200"
"Chaerophyllum bulbosum L. (Kerbelrübe)";"106300"
"Chaerophyllum cerefolium Crantz";"106400"
"Chaerophyllum cicutaria Vill.";"106500"
"Chaerophyllum cicutariiforme";"1001807"
"Chaerophyllum elegans Gaudin (Zierlicher Kälberkropf)";"106600"
"Chaerophyllum hirsutum aggr.";"106705"
"Chaerophyllum hirsutum L. (Gebirgs-Kälberkropf)";"106700"
"Chaerophyllum nitidum Wahlenb.";"106800"
"Chaerophyllum sylvestre L.";"106900"
"Chaerophyllum temulum L. (Hecken-Kälberkropf, Taumel-Kerbel)";"107000"
"Chaerophyllum villarsii W. D. J. Koch (Villars Kälberkropf)";"107100"
"Chamaecereus silvestrii";"1001808"
"Chamaecyparis lawsoniana (A. Murray bis) Parl.";"107150"
"Chamaecytisus falcatus";"1001810"
"Chamaecytisus hirsutus (L.) Link (Rauhhaariger Zwergginster)";"107200"
"Chamaecytisus hirsutus aggr.";"1001809"
"Chamaecytisus pumilus";"1001811"
"Chamaecytisus purpureus (Scop.) Link (Roter Zwergginster)";"107300"
"Chamaecytisus ratisbonensis";"1001812"
"Chamaecytisus supinus (L.) Link (Niedriger Zwergginster)";"107400"
"Chamaemelum nobile (L.) All.";"107500"
"Chamaespartium sagittale (L.) P. E. Gibbs";"107600"
"Chamorchis alpina (L.) Rich. (Zwergorchis)";"107700"
"Chara";"1001049"
"Chara aculeolata s.l.";"1003898"
"Chara aculeolata subsp. intermedia";"1003897"
"Chara aculeolata subsp. polyacantha";"1003896"
"Chara aspera";"1003895"
"Chara contraria";"1003894"
"Chara filiformis H. Hertzsch";"50028"
"Chara fragilis";"1003893"
"Chara hispida";"1003892"
"Chara intermedia A. Braun";"50015"
"Chara virgata Kütz.";"50084"
"Chara vulgaris";"1003891"
"Charales indet.";"1003887"
"Cheilanthes acrostica (Balb.) Tod. (Schuppenfarn)";"107800"
"Cheilanthes fragrans auct.";"107900"
"Cheilanthes marantae (L.) Domin";"108000"
"Cheiranthus cheiri L.";"108100"
"Chelidonium majus L. (Schöllkraut)";"108200"
"Chenopodium album aggr.";"1001813"
"Chenopodium album L. (Weisser Gänsefuss)";"108300"
"Chenopodium ambrosioides L.";"108350"
"Chenopodium berlandieri Moq. subsp. zschackei (Murr) Zobel (Berlandiers Gänsefuss)";"108400"
"Chenopodium bonus-henricus L. (Guter Heinrich)";"108500"
"Chenopodium borbasii";"1001814"
"Chenopodium botrys L. (Drüsiger Gänsefuss)";"108600"
"Chenopodium capitatum (L.) Asch.";"108700"
"Chenopodium chenopodioides";"1001820"
"Chenopodium desiccatum A. Nelson";"108800"
"Chenopodium ficifolium Sm. (Feigenblättriger Gänsefuss)";"108900"
"Chenopodium foliosum Asch.";"109000"
"Chenopodium glaucum L. (Graugrüner Gänsefuss)";"109100"
"Chenopodium hircinum Schrad. (Bock-Gänsefuss)";"109200"
"Chenopodium hybridum L. (Bastard-Gänsefuss)";"109300"
"Chenopodium murale L. (Mauer-Gänsefuss)";"109400"
"Chenopodium opulifolium Schrad. (Schneeballblättriger Gänsefuss)";"109500"
"Chenopodium pedunculare";"1001815"
"Chenopodium polyspermum L. (Vielsamiger Gänsefuss)";"109600"
"Chenopodium pratericola Rydb. (Schmalblättriger Gänsefuss)";"109700"
"Chenopodium probstii";"1001817"
"Chenopodium pumilio";"1001818"
"Chenopodium rubrum aggr.";"1001819"
"Chenopodium rubrum L. (Roter Gänsefuss)";"109800"
"Chenopodium schraderanum";"1001821"
"Chenopodium sp.";"1004015"
"Chenopodium strictum Roth (Gestreifter Gänsefuss)";"109900"
"Chenopodium suecicum";"1001816"
"Chenopodium urbicum L. (Städte-Gänsefuss)";"110000"
"Chenopodium vulvaria L. (Übelriechender Gänsefuss)";"110100"
"Chimaphila umbellata (L.) W. P. C. Barton (Winterlieb)";"110200"
"Chionodoxa forbesii Baker";"1001120"
"Chionodoxa luciliae Boiss.";"110260"
"Chondrilla chondrilloides (Ard.) H. Karst. (Alpen-Knorpelsalat)";"110300"
"Chondrilla juncea L. (Ruten-Knorpelsalat)";"110400"
"Chondrilla prenanthoides (Scop.) Vill.";"110500"
"Chorispora tenella";"1001822"
"Chrysanthemum adustum (W. D. J. Koch) Fritsch";"110600"
"Chrysanthemum alpicola (Gremli) H. E. Hess & Landolt";"110700"
"Chrysanthemum alpinum L.";"110800"
"Chrysanthemum balsamita L.";"110900"
"Chrysanthemum cinerariifolium (Trevir.) Vis.";"111000"
"Chrysanthemum coronopifolium Vill.";"111100"
"Chrysanthemum corymbosum L.";"111200"
"Chrysanthemum halleri Suter";"111300"
"Chrysanthemum heterophyllum Willd.";"111400"
"Chrysanthemum leucanthemum L.";"111500"
"Chrysanthemum macrophyllum Waldst. & Kit.";"111600"
"Chrysanthemum minimum Vill.";"111700"
"Chrysanthemum myconis L.";"111800"
"Chrysanthemum pallens (bleichrandige Margerite)";"1000153"
"Chrysanthemum parthenium (L.) Bernh.";"111900"
"Chrysanthemum praecox Horvatic";"112000"
"Chrysanthemum segetum L.";"112100"
"Chrysanthemum serotinum L.";"112200"
"Chrysanthemum sp.";"1001050"
"Chrysanthemum vulgare (L.) Bernh.";"112300"
"Chrysopogon gryllus (L.) Trin. (Goldbart)";"112400"
"Chrysosplenium alternifolium L. (Wechselblättriges Milzkraut)";"112500"
"Chrysosplenium oppositifolium L. (Gegenblättriges Milzkraut)";"112600"
"Cicendia filiformis (fadenförmiges Zindelkraut)";"1000120"
"Cicendia pusilla (kleines Zindelkraut)";"1000121"
"Cicer arietinum L. (Kichererbse)";"112700"
"Cicerbita alpina (L.) Wallr. (Alpen-Milchlattich)";"112800"
"Cicerbita macrophylla (Willd.) Wallr. (Grossblättriger Milchlattich)";"112900"
"Cicerbita plumieri (L.) Kirschl. (Plumiers Milchlattich)";"113000"
"Cichorium endivia L. (Endivie)";"113100"
"Cichorium intybus L. (Wegwarte, Zichorie)";"113200"
"Cicuta virosa L. (Wasserschierling)";"113300"
"Cinnamomum glanduliferum (Wall.) Meisn. (Drüsiger Kampferbaum)";"900018"
"Circaea alpina L. (Alpen-Hexenkraut)";"113400"
"Circaea lutetiana L. (Gemeines Hexenkraut)";"113500"
"Circaea x intermedia Ehrh. (Mittleres Hexenkraut)";"113600"
"Cirsium acaule Scop. (Stengellose Kratzdistel)";"113700"
"Cirsium arvense (L.) Scop. (Ackerdistel)";"113800"
"Cirsium arvense x oleraceum";"1003967"
"Cirsium canum (L.) All. (Weissgraue Kratzdistel)";"113900"
"Cirsium carniolicum";"1001823"
"Cirsium eriophorum (L.) Scop. s.l.";"114000"
"Cirsium eriophorum (L.) Scop. s.str. (Wollköpfige Kratzdistel)";"114100"
"Cirsium eriophorum (L.) Scop. subsp. spathulatum (Moretti) Ces. (Breithüllblättrige Kratzdistel)";"114200"
"Cirsium eriophorum aggr.";"1001824"
"Cirsium erisithales (Jacq.) Scop. (Klebrige Kratzdistel)";"114300"
"Cirsium ferox";"1001825"
"Cirsium helenioides (L.) Hill (Verschiedenblättrige Kratzdistel)";"114400"
"Cirsium heterophyllum (L.) Hill";"114500"
"Cirsium monspessulanum (L.) Hill (Montpellier-Kratzdistel)";"114600"
"Cirsium montanum (Willd.) Spreng. (Berg-Kratzdistel)";"114700"
"Cirsium morisianum";"1001826"
"Cirsium oleraceum (L.) Scop. (Kohldistel)";"114800"
"Cirsium oleraceum x palustre";"1003969"
"Cirsium palustre (L.) Scop. (Sumpf-Kratzdistel)";"114900"
"Cirsium pannonicum (L. f.) Link (Ungarische Kratzdistel)";"115000"
"Cirsium rivulare (Jacq.) All. (Bach-Kratzdistel)";"115100"
"Cirsium salisburgense (Willd.) Don";"115200"
"Cirsium sp.";"1003915"
"Cirsium spathulatum";"1001827"
"Cirsium spinosissimum (L.) Scop. (Alpen-Kratzdistel)";"115300"
"Cirsium tuberosum (L.) All. (Knollige Kratzdistel)";"115400"
"Cirsium vulgare (Savi) Ten. (Lanzettblättrige Kratzdistel)";"115500"
"Cirsium waldsteinii";"1001828"
"Cistus albidus";"1001829"
"Cistus monspeliensis";"1001830"
"Cistus salviifolius L. (Cistrose)";"115600"
"Citrullus lanatus";"1001831"
"Cladium mariscus (L.) Pohl (Sägeried)";"115700"
"Claytonia perfoliata Willd. (Kubaspinat)";"115800"
"Cleistogenes serotina (L.) Keng (Steifhalm)";"115900"
"Clematis alpina (L.) Mill. (Alpenrebe)";"116000"
"Clematis flammula L. (Brennende Waldrebe)";"116100"
"Clematis integrifolia L. (Ganzblättrige Waldrebe)";"116200"
"Clematis recta L. (Aufrechte Waldrebe)";"116300"
"Clematis tangutica (Maxim.) Korsh.";"1001123"
"Clematis vitalba L. (Gemeine Waldrebe, Niele)";"116400"
"Clematis viticella L. (Italienische Waldrebe)";"116500"
"Cleome sesquiorygalis";"1001832"
"Clinopodium arundanum";"1001834"
"Clinopodium vulgare aggr.";"1001833"
"Clinopodium vulgare L. (Wirbeldost)";"116600"
"Clypeola jonthlaspi L. (Schildkraut)";"116700"
"Cnicus benedictus L. (Benediktenkraut)";"116800"
"Cnidium silaifolium (Jacq.) Simonk. (Brenndolde)";"116900"
"Cochlearia bavarica";"1001837"
"Cochlearia danica";"1001835"
"Cochlearia excelsa";"1001838"
"Cochlearia officinalis aggr.";"1001836"
"Cochlearia officinalis L. (Echtes Löffelkraut)";"117000"
"Cochlearia pyrenaica DC. (Pyrenäen-Löffelkraut)";"117100"
"Coeloglossum viride (L.) Hartm. (Hohlzunge)";"117200"
"Coincya cheiranthos (Vill.) Greuter & Burdet s.l.";"117250"
"Coincya cheiranthos (Vill.) Greuter & Burdet s.str. (Lacksenf)";"117300"
"Coincya cheiranthos (Vill.) Greuter & Burdet subsp. montana (DC.) Greuter & Burdet (Berg-Lacksenf)";"117400"
"Coincya cheiranthos aggr.";"1001839"
"Coincya richeri (Vill.) Greuter & Burdet (Richers Lacksenf)";"117500"
"Colchicum alpinum DC. (Alpen-Zeitlose)";"117600"
"Colchicum autumnale aggr.";"1001840"
"Colchicum autumnale L. (Herbstzeitlose)";"117700"
"Colchicum autumnale L. subsp. vernum Schrank";"117750"
"Colchicum bulbocodium Ker Gawl.";"117800"
"Colchicum lusitanum";"1001841"
"Colchicum neapolitanum";"1001842"
"Coleanthus subtilis";"1001843"
"Coleostephus myconis (L.) Rchb. f. (Rindsaugen-Margerite)";"117900"
"Collomia grandiflora aggr.";"1001844"
"Collomia grandiflora Lindl. (Gelbe Leimsaat)";"118000"
"Collomia linearis";"1001845"
"Colutea arborescens aggr.";"1003845"
"Colutea arborescens L. (Blasenstrauch)";"118100"
"Colutea gallica";"1001846"
"Comarum palustre L.";"118200"
"Commelina communis L. (Commeline)";"118300"
"Compositae / Asteraceae";"1003947"
"Conioselinum tataricum";"1001847"
"Conium maculatum L. (Fleckenschierling)";"118400"
"Conopodium majus";"1001848"
"Conringia austriaca";"1001849"
"Conringia orientalis (L.) Dumort. (Ackerkohl)";"118500"
"Consolida ajacis (L.) Schur (Garten-Rittersporn)";"118600"
"Consolida ajacis aggr.";"1001850"
"Consolida hispanica";"1001851"
"Consolida paniculata";"1001854"
"Consolida pubescens";"1001852"
"Consolida regalis aggr.";"1001853"
"Consolida regalis Gray (Acker-Rittersporn)";"118700"
"Convallaria majalis L. (Maiglöckchen)";"118800"
"Convolvulus arvensis L. (Acker-Winde)";"118900"
"Convolvulus cantabrica L. (Kantabrische Winde)";"119000"
"Convolvulus sepium L.";"119100"
"Convolvulus silvaticus Kit.";"119200"
"Conyza bonariensis";"1001856"
"Conyza canadensis (L.) Cronquist (Kanadisches Berufkraut)";"119300"
"Conyza canadensis aggr.";"1001855"
"Conyza sumatrensis";"1001857"
"Corallorhiza trifida Châtel. (Korallenwurz)";"119400"
"Coreopsis lanceolata L.";"119450"
"Coreopsis tinctoria";"1001858"
"Coriandrum sativum L. (Koriander)";"119500"
"Coriaria myrtifolia";"1001859"
"Coris monspeliensis";"1001860"
"Corispermum leptopterum";"1001861"
"Cornus alba";"1001863"
"Cornus alba aggr.";"1001862"
"Cornus hungarica";"1001865"
"Cornus mas L. (Kornelkirsche, Tierlibaum)";"119600"
"Cornus sanguinea aggr.";"1001864"
"Cornus sanguinea L. (Hartriegel, Roter Hornstrauch)";"119700"
"Cornus sericea L. (Seidiger Hornstrauch)";"119800"
"Cornus sp.";"1003916"
"Cornus stolonifera Michx.";"119900"
"Coronilla coronata L. (Berg-Kronwicke)";"120000"
"Coronilla emerus L.";"120100"
"Coronilla juncea";"1001866"
"Coronilla minima L. (Kleine Kronwicke)";"120200"
"Coronilla scorpioides (L.) W. D. J. Koch (Skorpions-Kronwicke)";"120300"
"Coronilla sp.";"1004014"
"Coronilla vaginalis Lam. (Scheiden-Kronwicke)";"120400"
"Coronilla varia L.";"120500"
"Coronopus didymus (L.) Sm. (Zweiknotiger Krähenfuss)";"120600"
"Coronopus procumbens Gilib.";"120700"
"Coronopus squamatus (Forssk.) Asch. (Niederliegender Krähenfuss)";"120800"
"Corrigiola litoralis L. (Hirschsprung)";"120900"
"Cortusa matthioli L. (Matthioliprimel)";"121000"
"Corydalis alba (Mill.) Mansf. (Blassgelber Lerchensporn)";"121050"
"Corydalis capnoides";"1001867"
"Corydalis cava (L.) Schweigg. & Körte (Hohlknolliger Lerchensporn)";"121100"
"Corydalis intermedia (L.) Mérat (Mittlerer Lerchensporn)";"121200"
"Corydalis lutea (L.) DC. (Gelber Lerchensporn)";"121300"
"Corydalis ochroleuca auct.";"121400"
"Corydalis pumila";"1001868"
"Corydalis solida (L.) Clairv. (Festknolliger Lerchensporn)";"121500"
"Corylus avellana L. (Hasel, Haselstrauch)";"121600"
"Corynephorus articulatus";"1000032"
"Corynephorus canescens (graues Silbergras)";"1000031"
"Corynephorus divaricatus";"1001869"
"Cosmos bipinnatus (Schmuckblume)";"1000152"
"Cotinus coggygria Scop. (Perückenstrauch)";"121700"
"Cotoneaster bullatus Bois";"121750"
"Cotoneaster dammeri aggr.";"1001870"
"Cotoneaster dammeri C. K. Schneid.";"121760"
"Cotoneaster delphinensis";"1001877"
"Cotoneaster dielsianus";"1001872"
"Cotoneaster divaricatus Rehder & E. H. Wilson";"121770"
"Cotoneaster granatensis";"1001873"
"Cotoneaster horizontalis aggr.";"1001874"
"Cotoneaster horizontalis Decne.";"121780"
"Cotoneaster integerrimus aggr.";"1001876"
"Cotoneaster integerrimus Medik. (Gewöhnliche Steinmispel)";"121800"
"Cotoneaster intermedius";"1001878"
"Cotoneaster juranus";"1001879"
"Cotoneaster microphyllus";"1001871"
"Cotoneaster nebrodensis (Guss.) K. Koch";"121900"
"Cotoneaster raboutensis";"1001880"
"Cotoneaster salicifolius Franch.";"121950"
"Cotoneaster simonsii";"1001875"
"Cotoneaster sp.";"1003917"
"Cotoneaster tomentosus Lindl. (Filzige Steinmispel)";"122000"
"Crassula rubens (L.) L.";"122100"
"Crataegus azarolus";"1001881"
"Crataegus laevigata (Poir.) DC. (Zweigriffliger Weissdorn)";"122200"
